territory,district_id,province_code,province_name,dominant_municipality_code,dominant_municipality_name,dominant_population,district_population,dominant_population_share,naming_rule,base_name,district_name
aragon,18,50,Zaragoza,50297,Zaragoza,19337,19337,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza I
aragon,19,50,Zaragoza,50297,Zaragoza,19343,19343,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza II
aragon,20,50,Zaragoza,50297,Zaragoza,19985,19985,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza III
aragon,21,50,Zaragoza,50297,Zaragoza,19989,19989,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza IV
aragon,22,50,Zaragoza,50297,Zaragoza,20434,20434,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza V
aragon,23,50,Zaragoza,50297,Zaragoza,19951,19951,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza VI
aragon,24,50,Zaragoza,50297,Zaragoza,20168,20168,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza VII
aragon,25,50,Zaragoza,50297,Zaragoza,20391,20391,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza VIII
aragon,26,50,Zaragoza,50297,Zaragoza,19873,19873,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza IX
aragon,27,50,Zaragoza,50297,Zaragoza,21099,21099,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza X
aragon,28,50,Zaragoza,50297,Zaragoza,19891,19891,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XI
aragon,29,50,Zaragoza,50297,Zaragoza,20178,20178,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XII
aragon,30,50,Zaragoza,50297,Zaragoza,20060,20060,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XIII
aragon,31,50,Zaragoza,50297,Zaragoza,20082,20082,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XIV
aragon,32,50,Zaragoza,50297,Zaragoza,19776,19776,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XV
aragon,33,50,Zaragoza,50297,Zaragoza,20003,20003,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XVI
aragon,34,50,Zaragoza,50297,Zaragoza,20257,20257,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XVII
aragon,35,50,Zaragoza,50297,Zaragoza,20263,20263,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XVIII
aragon,36,50,Zaragoza,50297,Zaragoza,19471,19471,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XIX
aragon,37,50,Zaragoza,50297,Zaragoza,19100,19100,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XX
aragon,38,50,Zaragoza,50297,Zaragoza,19710,19710,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XXI
aragon,39,50,Zaragoza,50297,Zaragoza,19910,19910,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XXII
aragon,40,50,Zaragoza,50297,Zaragoza,19861,19861,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XXIII
aragon,41,50,Zaragoza,50297,Zaragoza,18955,18955,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XXIV
aragon,42,50,Zaragoza,50297,Zaragoza,20821,20821,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XXV
aragon,43,50,Zaragoza,50297,Zaragoza,20187,20187,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XXVI
aragon,44,50,Zaragoza,50297,Zaragoza,20387,20387,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XXVII
aragon,45,50,Zaragoza,50297,Zaragoza,19672,19672,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XXVIII
aragon,46,50,Zaragoza,50297,Zaragoza,19492,19492,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XXIX
aragon,47,50,Zaragoza,50297,Zaragoza,19873,19873,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XXX
aragon,48,50,Zaragoza,50297,Zaragoza,21132,21132,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XXXI
aragon,49,50,Zaragoza,50297,Zaragoza,19220,19220,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XXXII
aragon,50,50,Zaragoza,50297,Zaragoza,20092,20092,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XXXIII
aragon,51,50,Zaragoza,50297,Zaragoza,18965,18965,1.0,DOMINANT_MUNICIPALITY,Zaragoza — Zaragoza,Zaragoza — Zaragoza XXXIV
aragon,52,50,Zaragoza,50095,Ejea de los Caballeros,17219,19427,0.886343748391,DOMINANT_MUNICIPALITY,Zaragoza — Ejea de los Caballeros,Zaragoza — Ejea de los Caballeros
aragon,53,50,Zaragoza,50067,Calatayud,20152,21358,0.943534038768,DOMINANT_MUNICIPALITY,Zaragoza — Calatayud,Zaragoza — Calatayud
aragon,54,50,Zaragoza,50204,Pedrola,3843,22150,0.173498871332,RURAL_REFERENCE_MUNICIPALITY,Zaragoza — Entorno de Pedrola,Zaragoza — Entorno de Pedrola
aragon,55,50,Zaragoza,50251,Tarazona,10872,21833,0.497961800944,RURAL_REFERENCE_MUNICIPALITY,Zaragoza — Entorno de Tarazona,Zaragoza — Entorno de Tarazona
aragon,56,50,Zaragoza,50008,Alagón,7520,21400,0.351401869159,RURAL_REFERENCE_MUNICIPALITY,Zaragoza — Entorno de Alagón,Zaragoza — Entorno de Alagón
aragon,57,50,Zaragoza,50298,Zuera,8714,19834,0.439346576586,RURAL_REFERENCE_MUNICIPALITY,Zaragoza — Entorno de Zuera,Zaragoza — Entorno de Zuera
aragon,58,50,Zaragoza,50219,"Puebla de Alfindén, La",6664,21905,0.304222780187,RURAL_REFERENCE_MUNICIPALITY,"Zaragoza — Entorno de Puebla de Alfindén, La","Zaragoza — Entorno de Puebla de Alfindén, La"
aragon,59,50,Zaragoza,50025,"Almunia de Doña Godina, La",8044,21405,0.375800046718,RURAL_REFERENCE_MUNICIPALITY,"Zaragoza — Entorno de Almunia de Doña Godina, La","Zaragoza — Entorno de Almunia de Doña Godina, La"
aragon,60,50,Zaragoza,50089,Cuarte de Huerva,15380,20044,0.76731191379,DOMINANT_MUNICIPALITY,Zaragoza — Cuarte de Huerva,Zaragoza — Cuarte de Huerva
aragon,61,50,Zaragoza,50074,Caspe,10405,21703,0.479426807354,RURAL_REFERENCE_MUNICIPALITY,Zaragoza — Entorno de Caspe,Zaragoza — Entorno de Caspe
aragon,62,50,Zaragoza,50272,Utebo,19135,21764,0.879204190406,DOMINANT_MUNICIPALITY,Zaragoza — Utebo,Zaragoza — Utebo
