district_id,district_pop,target,difference,abs_difference,relative_deviation,population_target_ratio,population_floor,population_cap,within_hard_bounds,within_target_tolerance,section_count,municipality_count,municipality_codes,municipality_names,province_count,province_codes,province_names,area_km2,perimeter_km,polsby_popper,centroid_x,centroid_y,bbox_minx,bbox_miny,bbox_maxx,bbox_maxy,metric_crs
20,31056,29283.182926829268,1772.8170731707323,1772.8170731707323,0.0605404500460391,1.0605404500460391,23426.546341463414,51245.57012195122,True,True,27,1,24089,León,1,24,León,2.6160321207263744,11.466127696879845,0.2500456985059303,3049957.127593603,2297634.7835232997,3048618.51525654,2296435.9083384937,3051147.5523622306,2298882.3536687065,EPSG:3035
21,31391,29283.182926829268,2107.8170731707323,2107.8170731707323,0.0719804632726434,1.0719804632726433,23426.546341463414,51245.57012195122,True,True,22,1,24115,Ponferrada,1,24,León,60.461414222462366,62.18625706658332,0.19647139542802722,2961584.585367376,2309895.0951866703,2955853.327228524,2303486.5713984347,2967719.6789718624,2316608.3638174115,EPSG:3035
22,28776,29283.182926829268,-507.18292682926767,507.18292682926767,-0.01731993848129762,0.9826800615187024,23426.546341463414,51245.57012195122,True,True,54,51,24002 | 24005 | 24006 | 24017 | 24018 | 24024 | 24028 | 24032 | 24033 | 24042 | 24050 | 24054 | 24058 | 24062 | 24073 | 24074 | 24077 | 24078 | 24081 | 24084 | 24086 | 24088 | 24094 | 24095 | 24097 | 24099 | 24105 | 24107 | 24113 | 24141 | 24149 | 24153 | 24160 | 24168 | 24178 | 24180 | 24181 | 24187 | 24188 | 24190 | 24191 | 24197 | 24203 | 24207 | 24211 | 24212 | 24217 | 24218 | 24221 | 24227 | 24902,"Algadefe | Antigua, La | Ardón | Bercianos del Páramo | Bercianos del Real Camino | Burgo Ranero, El | Cabreros del Río | Campazas | Campo de Villavidel | Castilfalé | Castrotierra de Valmadrigal | Cimanes de la Vega | Corbillos de los Oteros | Cubillas de los Oteros | Fresno de la Vega | Fuentes de Carbajal | Gordaliza del Pino | Gordoncillo | Gusendos de los Oteros | Izagre | Joarilla de las Matas | Laguna de Negrillos | Mansilla Mayor | Mansilla de las Mulas | Matadeón de los Oteros | Matanza | Onzonilla | Pajares de los Oteros | Pobladura de Pelayo García | San Adrián del Valle | San Millán de los Caballeros | Santa Cristina de Valmadrigal | Santas Martas | Toral de los Guzmanes | Valdemora | Valdepolo | Valderas | Valdevimbre | Valencia de Don Juan | Vallecillo | Valverde-Enrique | Vega de Infanzones | Villabraz | Villademor de la Vega | Villamandos | Villamañán | Villamoratiel de las Matas | Villanueva de las Manzanas | Villaornate y Castro | Villaquejida | Villaturiel",1,24,León,2047.454517971303,356.9609648369757,0.20192155103789017,3054684.332222521,2266888.9714164464,3024569.2923166035,2233477.3900106032,3086316.2163491864,2294163.0158298877,EPSG:3035
23,28794,29283.182926829268,-489.18292682926767,489.18292682926767,-0.016705251203450223,0.9832947487965498,23426.546341463414,51245.57012195122,True,True,22,13,24010 | 24015 | 24053 | 24065 | 24082 | 24087 | 24150 | 24157 | 24159 | 24162 | 24176 | 24205 | 24223,"Bañeza, La | Benavides | Cebrones del Río | Chozas de Abajo | Hospital de Órbigo | Laguna Dalga | San Pedro Bercianos | Santa Marina del Rey | Santa María del Páramo | Santovenia de la Valdoncina | Valdefuentes del Páramo | Villadangos del Páramo | Villarejo de Órbigo",1,24,León,483.2307430671687,305.24049201717366,0.06517486352240343,3028254.0419481955,2285452.7004990517,3012753.14324293,2261284.1902813655,3049074.20792363,2304134.3842664333,EPSG:3035
24,28821,29283.182926829268,-462.18292682926767,462.18292682926767,-0.015783220286679132,0.9842167797133209,23426.546341463414,51245.57012195122,True,True,32,20,24023 | 24039 | 24055 | 24070 | 24083 | 24092 | 24093 | 24123 | 24132 | 24133 | 24148 | 24158 | 24169 | 24173 | 24184 | 24189 | 24196 | 24214 | 24219 | 24224,Brazuelo | Carrizo | Cimanes del Tejar | Fabero | Igüeña | Llamas de la Ribera | Magaz de Cepeda | Quintana del Castillo | Riello | Rioseco de Tapia | San Justo de la Vega | Santa María de Ordás | Toreno | Turcia | Valdesamario | Valverde de la Virgen | Vega de Espinareda | Villamejil | Villaobispo de Otero | Villares de Órbigo,1,24,León,1695.8175470194265,565.1618333770466,0.06671804902095467,3007408.140744413,2315554.995223694,2951356.688278434,2285687.2373352735,3044605.6512693996,2347050.9574328074,EPSG:3035
25,29123,29283.182926829268,-160.18292682926767,160.18292682926767,-0.00547013373612839,0.9945298662638716,23426.546341463414,51245.57012195122,True,True,21,11,24021 | 24079 | 24098 | 24151 | 24175 | 24179 | 24193 | 24199 | 24201 | 24222 | 24225,"Boñar | Gradefes | Matallana de Torío | Santa Colomba de Curueño | Valdefresno | Valdepiélago | Vecilla, La | Vegaquemada | Vegas del Condado | Villaquilambre | Villasabariego",1,24,León,1063.9790780340884,225.81978978974485,0.2621917091245381,3068106.1031860407,2310053.893741823,3048476.13482326,2284574.3889212376,3085344.3590386687,2336775.1631313832,EPSG:3035
26,28834,29283.182926829268,-449.18292682926767,449.18292682926767,-0.015339279474900457,0.9846607205250996,23426.546341463414,51245.57012195122,True,True,35,28,24007 | 24009 | 24011 | 24016 | 24022 | 24027 | 24030 | 24034 | 24038 | 24041 | 24043 | 24047 | 24059 | 24067 | 24090 | 24091 | 24103 | 24119 | 24122 | 24125 | 24143 | 24165 | 24171 | 24172 | 24198 | 24206 | 24209 | 24216,Arganza | Balboa | Barjas | Benuza | Borrenes | Cabañas Raras | Cacabelos | Camponaraya | Carracedelo | Carucedo | Castrillo de Cabrera | Castrocontrigo | Corullón | Encinedo | Lucillo | Luyego | Oencia | Priaranza del Bierzo | Puente de Domingo Flórez | Quintana y Congosto | Sancedo | Sobrado | Toral de los Vados | Trabadelo | Truchas | Vega de Valcarce | Villafranca del Bierzo | Villamontán de la Valduerna,1,24,León,2437.203949895146,421.98404360341823,0.17199256705515412,2964654.6016865373,2296980.8012529067,2926544.001458409,2258975.543920397,3012599.2287753094,2343818.228649821,EPSG:3035
27,31292,29283.182926829268,2008.8170731707323,2008.8170731707323,0.06859968324448272,1.0685996832444826,23426.546341463414,51245.57012195122,True,True,25,1,24089,León,1,24,León,4.150891533885186,18.44111986455332,0.15338280217003838,3048144.958721559,2299771.9938663775,3047321.260792411,2296799.3551686453,3049499.689815997,2302997.926632181,EPSG:3035
28,28823,29283.182926829268,-460.18292682926767,460.18292682926767,-0.01571492170025164,0.9842850782997483,23426.546341463414,51245.57012195122,True,True,45,36,24001 | 24004 | 24020 | 24025 | 24031 | 24037 | 24051 | 24052 | 24056 | 24060 | 24063 | 24068 | 24069 | 24076 | 24080 | 24096 | 24106 | 24114 | 24116 | 24118 | 24120 | 24121 | 24129 | 24130 | 24134 | 24137 | 24139 | 24156 | 24163 | 24177 | 24183 | 24194 | 24213 | 24215 | 24226 | 24229,"Acebedo | Almanza | Boca de Huérgano | Burón | Calzada del Coto | Cea | Cebanico | Cistierna | Crémenes | Cubillas de Rueda | Cármenes | Ercina, La | Escobar de Campos | Garrafe de Torío | Grajal de Campos | Maraña | Oseja de Sajambre | Pola de Gordón, La | Posada de Valdeón | Prado de la Guzpeña | Prioro | Puebla de Lillo | Reyero | Riaño | Robla, La | Sabero | Sahagún | Santa María del Monte de Cea | Sariegos | Valdelugueros | Valderrueda | Vegacervera | Villamartín de Don Sancho | Villamol | Villaselán | Villazanzo de Valderaduey",1,24,León,3436.080367715282,616.6052246671351,0.11356873191321691,3087586.5074398085,2315774.34113346,3035327.905631817,2252286.087295356,3125756.197707455,2356884.454832013,EPSG:3035
29,31721,29283.182926829268,2437.8170731707323,2437.8170731707323,0.08324973003317898,1.083249730033179,23426.546341463414,51245.57012195122,True,True,24,1,24115,Ponferrada,1,24,León,222.57528767268494,98.04493002060117,0.290962169056674,2968998.6866482203,2302964.751060654,2960507.5888933735,2290951.248925006,2979406.2522766963,2317677.884518481,EPSG:3035
30,29996,29283.182926829268,712.8170731707323,712.8170731707323,0.024342199239470275,1.0243421992394703,23426.546341463414,51245.57012195122,True,True,19,1,24142,San Andrés del Rabanedo,1,24,León,64.2282019105898,43.129094643466814,0.4339052898313557,3041526.4696438913,2302907.7717461395,3036229.3140463345,2297571.256965883,3048071.813548752,2309438.334730396,EPSG:3035
31,28736,29283.182926829268,-547.1829268292677,547.1829268292677,-0.018685910209847386,0.9813140897901527,23426.546341463414,51245.57012195122,True,True,36,29,24003 | 24008 | 24026 | 24044 | 24046 | 24049 | 24066 | 24071 | 24100 | 24108 | 24117 | 24124 | 24127 | 24131 | 24136 | 24144 | 24146 | 24152 | 24154 | 24155 | 24161 | 24166 | 24170 | 24174 | 24182 | 24185 | 24210 | 24228 | 24230,Alija del Infantado | Astorga | Bustillo del Páramo | Castrillo de la Valduerna | Castrocalbón | Castropodame | Destriana | Folgoso de la Ribera | Molinaseca | Palacios de la Valduerna | Pozuelo del Páramo | Quintana del Marco | Regueras de Arriba | Riego de la Vega | Roperuelos del Páramo | San Cristóbal de la Polantera | San Esteban de Nogales | Santa Colomba de Somoza | Santa Elena de Jamuz | Santa María de la Isla | Santiago Millas | Soto de la Vega | Torre del Bierzo | Urdiales del Páramo | Val de San Lorenzo | Valderrey | Villagatón | Villazala | Zotes del Páramo,1,24,León,1632.001932734301,487.7329238938471,0.08621173522287337,3003902.7004130785,2287008.2511221957,2969653.0337244887,2249646.636936864,3033300.990341892,2322616.678162461,EPSG:3035
32,28924,29283.182926829268,-359.18292682926767,359.18292682926767,-0.012265843085663482,0.9877341569143365,23426.546341463414,51245.57012195122,True,True,33,20,24012 | 24014 | 24019 | 24029 | 24036 | 24040 | 24057 | 24061 | 24064 | 24101 | 24102 | 24104 | 24109 | 24110 | 24112 | 24145 | 24164 | 24167 | 24202 | 24901,"Barrios de Luna, Los | Bembibre | Berlanga del Bierzo | Cabrillanes | Carrocera | Congosto | Cuadros | Cubillos del Sil | Murias de Paredes | Noceda del Bierzo | Omañas, Las | Palacios del Sil | Peranzanes | Páramo del Sil | San Emiliano | Sena de Luna | Soto y Amío | Valle de Ancares | Villablino | Villamanín",1,24,León,2390.906009370813,621.6006814122416,0.07775877387115596,3004831.195549923,2337844.7934594797,2951500.561555447,2305548.6339113237,3053983.308543957,2361962.1851034868,EPSG:3035
33,27499,29283.182926829268,-1784.1829268292677,1784.1829268292677,-0.06092858591524893,0.939071414084751,23426.546341463414,51245.57012195122,True,True,20,1,34120,Palencia,1,34,Palencia,13.12923039721409,21.530100745466864,0.35592378367517064,3121133.465756793,2219498.99789068,3119136.1959251272,2216707.947610072,3123253.0550229847,2223708.9176220144,EPSG:3035
34,27860,29283.182926829268,-1423.1829268292677,1423.1829268292677,-0.048600691065087284,0.9513993089349128,23426.546341463414,51245.57012195122,True,True,23,1,34120,Palencia,1,34,Palencia,9.049367779278391,17.423636255049658,0.37458511099462344,3123156.9286284302,2215479.958619159,3121396.206039395,2212994.749438662,3125356.770417355,2217467.0516755017,EPSG:3035
35,25848,29283.182926829268,-3435.1829268292677,3435.1829268292677,-0.11730906901114056,0.8826909309888594,23426.546341463414,51245.57012195122,True,True,28,12,34001 | 34010 | 34031 | 34033 | 34048 | 34053 | 34069 | 34106 | 34120 | 34167 | 34184 | 34240,Abarca de Campos | Ampudia | Belmonte de Campos | Boada de Campos | Castil de Vela | Castromocho | Dueñas | Meneses de Campos | Palencia | Santa Cecilia del Alcor | Torremormojón | Villerías de Campos,1,34,Palencia,547.644278653555,197.363063907749,0.17667563530316904,3103816.388250133,2211666.354184119,3081375.17992409,2195792.481887525,3123184.6052003764,2228424.5787803424,EPSG:3035
36,25818,29283.182926829268,-3465.1829268292677,3465.1829268292677,-0.11833354780755288,0.8816664521924471,23426.546341463414,51245.57012195122,True,True,106,99,34003 | 34009 | 34011 | 34015 | 34020 | 34025 | 34027 | 34028 | 34034 | 34035 | 34037 | 34038 | 34039 | 34041 | 34042 | 34046 | 34049 | 34052 | 34055 | 34056 | 34059 | 34061 | 34062 | 34067 | 34068 | 34071 | 34073 | 34080 | 34091 | 34093 | 34094 | 34096 | 34100 | 34101 | 34107 | 34109 | 34110 | 34112 | 34113 | 34114 | 34122 | 34124 | 34126 | 34129 | 34130 | 34131 | 34132 | 34134 | 34136 | 34137 | 34139 | 34140 | 34143 | 34147 | 34149 | 34151 | 34152 | 34154 | 34156 | 34157 | 34158 | 34160 | 34161 | 34163 | 34165 | 34168 | 34169 | 34170 | 34171 | 34175 | 34176 | 34179 | 34180 | 34185 | 34190 | 34192 | 34199 | 34202 | 34204 | 34208 | 34211 | 34214 | 34215 | 34218 | 34222 | 34223 | 34224 | 34227 | 34228 | 34229 | 34230 | 34231 | 34233 | 34234 | 34236 | 34245 | 34246 | 34903 | 34904,"Abia de las Torres | Amayuelas de Arriba | Amusco | Arconada | Ayuela | Barruelo de Santullán | Boadilla de Rioseco | Boadilla del Camino | Buenavista de Valdavia | Bustillo de la Vega | Bustillo del Páramo de Carrión | Bárcena de Campos | Báscones de Ojeda | Calahorra de Boedo | Calzada de los Molinos | Cardeñosa de Volpejera | Castrejón de la Peña | Castrillo de Villavega | Cervatos de la Cueza | Cervera de Pisuerga | Cisneros | Collazos de Boedo | Congosto de Valdavia | Dehesa de Montejo | Dehesa de Romanos | Espinosa de Villagonzalo | Fresno del Río | Guardo | Lagartos | Ledigos | Loma de Ucieza | Lomas | Mantinos | Marcilla de Campos | Micieces de Ojeda | Moratinos | Mudá | Nogal de las Huertas | Olea de Boedo | Olmos de Ojeda | Payo de Ojeda | Pedrosa de la Vega | Pernía, La | Pino del Río | Piña de Campos | Población de Arroyo | Población de Campos | Polentinos | Poza de la Vega | Pozo de Urama | Prádanos de Ojeda | Puebla de Valdavia, La | Páramo de Boedo | Quintanilla de Onsoña | Renedo de la Vega | Requena de Campos | Respenda de la Peña | Revenga de Campos | Revilla de Collazos | Riberos de la Cueza | Saldaña | Salinas de Pisuerga | San Cebrián de Mudá | San Cristóbal de Boedo | San Mamés de Campos | San Román de la Cuba | Santa Cruz de Boedo | Santervás de la Vega | Santibáñez de Ecla | Santibáñez de la Peña | Serna, La | Sotobañado y Priorato | Tabanera de Valdavia | Triollo | Támara de Campos | Valde-Ucieza | Valderrábano | Velilla del Río Carrión | Vid de Ojeda, La | Villabasta de Valdavia | Villacidaler | Villaeles de Valdavia | Villaherreros | Villalba de Guardo | Villalcázar de Sirga | Villaluenga de la Vega | Villameriel | Villamoronta | Villamuera de la Cueza | Villanueva del Rebollar | Villanuño de Valdavia | Villaprovedo | Villarmentero de Campos | Villarrabé | Villasarracino | Villasila de Valdavia | Villaturde | Villota del Páramo | Villovieco",1,34,Palencia,3978.054832117254,592.25282521243,0.14251689334164064,3125678.090526889,2283286.46301207,3083989.0571319982,2222816.523814331,3161557.5616691867,2330499.1285679056,EPSG:3035
37,25837,29283.182926829268,-3446.1829268292677,3446.1829268292677,-0.11768471123649175,0.8823152887635083,23426.546341463414,51245.57012195122,True,True,34,25,34018 | 34019 | 34023 | 34024 | 34045 | 34072 | 34076 | 34077 | 34079 | 34081 | 34088 | 34098 | 34102 | 34103 | 34123 | 34125 | 34146 | 34206 | 34216 | 34217 | 34220 | 34225 | 34232 | 34237 | 34902,Autilla del Pino | Autillo de Campos | Baquerín de Campos | Capillas | Frechilla | Fuentes de Nava | Fuentes de Valdepero | Grijota | Guaza de Campos | Husillos | Magaz de Pisuerga | Mazariegos | Mazuecos de Valdeginate | Paredes de Nava | Pedraza de Campos | Reinoso de Cerrato | Valle del Retortillo | Venta de Baños | Villada | Villalcón | Villalobón | Villamartín de Campos | Villamuriel de Cerrato | Villarramiel | Villaumbrales,1,34,Palencia,912.2685108723407,345.1177248703105,0.09624939734930422,3108592.440013476,2229059.328704823,3086695.899678611,2204632.885386695,3135908.865351593,2257761.7838218813,EPSG:3035
38,25840,29283.182926829268,-3443.1829268292677,3443.1829268292677,-0.11758226335685051,0.8824177366431495,23426.546341463414,51245.57012195122,True,True,62,55,34004 | 34005 | 34006 | 34012 | 34017 | 34022 | 34029 | 34032 | 34036 | 34047 | 34050 | 34051 | 34057 | 34058 | 34060 | 34063 | 34066 | 34070 | 34074 | 34082 | 34083 | 34084 | 34086 | 34087 | 34089 | 34092 | 34099 | 34104 | 34108 | 34116 | 34121 | 34127 | 34133 | 34135 | 34141 | 34155 | 34159 | 34174 | 34177 | 34178 | 34181 | 34182 | 34186 | 34189 | 34196 | 34201 | 34205 | 34210 | 34213 | 34221 | 34238 | 34241 | 34242 | 34243 | 34901,Aguilar de Campoo | Alar del Rey | Alba de Cerrato | Antigüedad | Astudillo | Baltanás | Becerril de Campos | Berzosilla | Brañosera | Carrión de los Condes | Castrillo de Don Juan | Castrillo de Onielo | Cevico Navero | Cevico de la Torre | Cobos de Cerrato | Cordovilla la Real | Cubillas de Cerrato | Espinosa de Cerrato | Frómista | Herrera de Pisuerga | Herrera de Valdecañas | Hontoria de Cerrato | Hornillos de Cerrato | Hérmedes de Cerrato | Itero de la Vega | Lantadilla | Manquillos | Melgar de Yuso | Monzón de Campos | Osornillo | Osorno la Mayor | Palenzuela | Perales | Población de Cerrato | Pomar de Valdivia | Quintana del Puente | Ribas de Campos | San Cebrián de Campos | Santoyo | Soto de Cerrato | Tabanera de Cerrato | Tariego de Cerrato | Torquemada | Valbuena de Pisuerga | Valdeolmillos | Valle de Cerrato | Vertavillo | Villaconancio | Villahán | Villalaco | Villamediana | Villaviudas | Villodre | Villodrigo | Villoldo,1,34,Palencia,2591.9512915712507,883.3853419820116,0.041738450522130904,3144103.8540363307,2233858.732397993,3108009.0301863635,2182693.7391074263,3180215.9860488838,2320620.2378262253,EPSG:3035
39,29128,29283.182926829268,-155.18292682926767,155.18292682926767,-0.005299387270059669,0.9947006127299404,23426.546341463414,51245.57012195122,True,True,22,1,37274,Salamanca,1,37,Salamanca,4.090257731427721,11.745973538760955,0.3725482279399489,3009405.342459335,2122572.272402644,3007496.7809157292,2121714.039239476,3010826.664833813,2124029.7262451146,EPSG:3035
40,29635,29283.182926829268,351.81707317073233,351.81707317073233,0.012014304389308627,1.0120143043893086,23426.546341463414,51245.57012195122,True,True,27,1,37274,Salamanca,1,37,Salamanca,4.412259501380687,18.074830059482846,0.16971587422206189,3008228.2867106334,2121448.6409225767,3005669.669096001,2119794.3716321737,3010761.976092415,2122799.032838948,EPSG:3035
41,29084,29283.182926829268,-199.18292682926767,199.18292682926767,-0.0068019561714644135,0.9931980438285356,23426.546341463414,51245.57012195122,True,True,27,1,37274,Salamanca,1,37,Salamanca,1.5130616548777147,13.186326079363546,0.10935002008740588,3007974.7056065807,2122811.5755981696,3006292.1209471878,2121948.122555963,3009206.1849278896,2123960.4677679874,EPSG:3035
42,28557,29283.182926829268,-726.1829268292677,726.1829268292677,-0.024798633695107593,0.9752013663048924,23426.546341463414,51245.57012195122,True,True,20,1,37274,Salamanca,1,37,Salamanca,4.817312566102032,13.395390868651814,0.33736801734068783,3007376.788429295,2123707.8622499965,3005763.674970587,2122132.4682395356,3009170.2451470206,2124860.246950209,EPSG:3035
43,30441,29283.182926829268,1157.8170731707323,1157.8170731707323,0.039538634719586435,1.0395386347195865,23426.546341463414,51245.57012195122,True,True,84,72,37003 | 37009 | 37014 | 37026 | 37042 | 37044 | 37049 | 37052 | 37054 | 37055 | 37056 | 37058 | 37065 | 37068 | 37088 | 37091 | 37096 | 37097 | 37100 | 37101 | 37106 | 37107 | 37113 | 37115 | 37123 | 37132 | 37136 | 37137 | 37145 | 37154 | 37160 | 37173 | 37177 | 37184 | 37190 | 37191 | 37204 | 37208 | 37211 | 37223 | 37243 | 37250 | 37257 | 37264 | 37266 | 37267 | 37272 | 37275 | 37280 | 37289 | 37302 | 37304 | 37311 | 37316 | 37321 | 37337 | 37340 | 37344 | 37346 | 37349 | 37350 | 37356 | 37359 | 37360 | 37361 | 37363 | 37364 | 37367 | 37373 | 37376 | 37377 | 37381,"Ahigal de los Aceiteros | Alba de Yeltes | Aldeadávila de la Ribera | Aldehuela de Yeltes | Barceo | Barruecopardo | Bermellar | Boada | Bodón, El | Bogajo | Bouza, La | Brincones | Cabeza del Caballo | Cabrillas | Carrascal del Obispo | Casillas de Flores | Castillejo de Martín Viejo | Castraz | Cerezal de Peñahorcada | Cerralbo | Cipérez | Ciudad Rodrigo | Cubo de Don Sancho, El | Dios le Guarde | Encinasola de los Comendadores | Fregeneda, La | Fuenteguinaldo | Fuenteliante | Gallegos de Argañán | Guadramiro | Hinojosa de Duero | Lumbrales | Masueco | Maíllo, El | Mieza | Milano, El | Morasverdes | Moronta | Narros de Matalayegua | Olmedo de Camaces | Pereña de la Ribera | Peña, La | Pozos de Hinojo | Puerto Seguro | Redonda, La | Retortillo | Saelices el Chico | Saldeana | San Muñoz | Sanchón de la Ribera | Saucelle | Sepulcro-Hilario | Sobradillo | Tamames | Tenebrón | Valderrodrigo | Valsalabroso | Vecinos | Veguillas, Las | Villar de Argañán | Villar de Peralonso | Villar de Samaniego | Villar de la Yegua | Villares de Yeltes | Villarino de los Aires | Villasbuenas | Villavieja de Yeltes | Vilvestre | Vitigudino | Vídola, La | Yecla de Yeltes | Zarza de Pumareda, La",1,37,Salamanca,3463.3750667161394,906.9348922016383,0.052912364427954155,2937998.942484445,2124201.8823943185,2900261.1532951044,2072120.3329461063,2992852.858116143,2172120.9696382917,EPSG:3035
44,30497,29283.182926829268,1213.8170731707323,1213.8170731707323,0.04145099513955611,1.041450995139556,23426.546341463414,51245.57012195122,True,True,77,64,37013 | 37024 | 37035 | 37036 | 37046 | 37063 | 37071 | 37078 | 37080 | 37102 | 37103 | 37109 | 37112 | 37124 | 37133 | 37134 | 37138 | 37139 | 37146 | 37147 | 37155 | 37156 | 37158 | 37161 | 37162 | 37163 | 37168 | 37171 | 37172 | 37188 | 37193 | 37195 | 37200 | 37201 | 37212 | 37213 | 37217 | 37218 | 37242 | 37244 | 37251 | 37252 | 37259 | 37261 | 37263 | 37277 | 37282 | 37284 | 37287 | 37297 | 37298 | 37300 | 37312 | 37313 | 37315 | 37319 | 37331 | 37332 | 37333 | 37334 | 37339 | 37341 | 37343 | 37355,"Aldeacipreste | Aldeavieja de Tormes | Armenteros | Béjar | Cabeza de Béjar, La | Calzada de Béjar, La | Candelario | Cantagallo | Cerro, El | Cespedosa de Tormes | Colmenar de Montemayor | Cristóbal | Endrinal | Fresnedoso | Fresno Alhándiga | Fuenterroble de Salvatierra | Fuentes de Béjar | Gallegos de Solmirón | Garcibuey | Guijo de Ávila | Guijuelo | Herguijuela de la Sierra | Horcajo Medianero | Horcajo de Montemayor | Hoya, La | Lagunilla | Ledrada | Linares de Riofrío | Maya, La | Miranda del Castañar | Molinillo | Montejo | Montemayor del Río | Nava de Béjar | Navacarros | Navalmoral de Béjar | Navamorales | Pelayos | Peromingo | Peñacaballera | Pinedas | Puebla de San Medel | Puente del Congosto | Puerto de Béjar | Salvatierra de Tormes | San Esteban de la Sierra | San Miguel de Valero | San Miguel del Robledo | Sanchotello | Santibáñez de Béjar | Santibáñez de la Sierra | Santos, Los | Sorihuela | Sotoserrano | Tala, La | Tejado, El | Valdefuentes de Sangusín | Valdehijaderos | Valdelacasa | Valdelageve | Valero | Vallejera de Riofrío | Valverde de Valdelacasa | Villanueva del Conde",1,37,Salamanca,1476.4065992349524,390.6908617379844,0.1215484249039471,2989057.352225104,2071818.3344142875,2957117.5148777273,2049055.9843383925,3023802.519444489,2095621.4960631174,EPSG:3035
45,30506,29283.182926829268,1222.8170731707323,1222.8170731707323,0.0417583387784798,1.04175833877848,23426.546341463414,51245.57012195122,True,True,33,22,37016 | 37017 | 37033 | 37067 | 37073 | 37092 | 37130 | 37185 | 37202 | 37207 | 37222 | 37225 | 37229 | 37238 | 37278 | 37294 | 37318 | 37323 | 37335 | 37338 | 37347 | 37372,"Aldealengua | Aldeanueva de Figueroa | Arcediano | Cabrerizos | Calzada de Valdunciel | Castellanos de Moriscos | Castellanos de Villiquera | Forfoleda | Monterrubio de Armuña | Moriscos | Negrilla de Palencia | Pajares de la Laguna | Palencia de Negrilla | Pedrosillo el Ralo | San Cristóbal de la Cuesta | Santa Marta de Tormes | Tardáguila | Topas | Valdelosa | Valdunciel | Vellés, La | Villaverde de Guareña",1,37,Salamanca,552.8949379360324,175.70907626090946,0.2250422631129584,3012274.390414037,2138201.243610118,2996150.1793211084,2116373.7803310566,3026967.8439526446,2152898.676576418,EPSG:3035
46,29179,29283.182926829268,-104.18292682926767,104.18292682926767,-0.0035577733161587166,0.9964422266838413,23426.546341463414,51245.57012195122,True,True,21,1,37274,Salamanca,1,37,Salamanca,24.65774919155378,41.09371924908778,0.1834899979383205,3004452.538067336,2121083.439870155,3001141.580678045,2116593.412243549,3008746.693533414,2124168.508462538,EPSG:3035
47,30437,29283.182926829268,1153.8170731707323,1153.8170731707323,0.03940203754673145,1.0394020375467314,23426.546341463414,51245.57012195122,True,True,53,46,37002 | 37005 | 37006 | 37010 | 37011 | 37015 | 37023 | 37025 | 37027 | 37037 | 37039 | 37074 | 37086 | 37087 | 37098 | 37119 | 37127 | 37135 | 37140 | 37157 | 37166 | 37176 | 37181 | 37183 | 37187 | 37196 | 37199 | 37221 | 37233 | 37234 | 37245 | 37253 | 37258 | 37269 | 37279 | 37285 | 37303 | 37306 | 37307 | 37342 | 37354 | 37357 | 37362 | 37371 | 37378 | 37380,"Agallas | Alameda de Gardón, La | Alamedilla, La | Alberca, La | Alberguería de Argañán, La | Aldea del Obispo | Aldeatejada | Aldehuela de la Bóveda | Almenara de Tormes | Atalaya, La | Bañobárez | Campillo de Azaba | Carpio de Azaba | Carrascal de Barregas | Cepeda | Encina, La | Espeja | Fuente de San Esteban, La | Fuentes de Oñoro | Herguijuela de Ciudad Rodrigo | Ituero de Azaba | Madroñal | Martiago | Martín de Yeltes | Matilla de los Caños del Río | Monforte de la Sierra | Monsagro | Navasfrías | Pastores | Payo, El | Peñaparda | Pino de Tormes, El | Puebla de Azaba | Robleda | Sahugo, El | San Felices de los Gallegos | Sancti-Spíritus | Serradilla del Arroyo | Serradilla del Llano | Valverdón | Villamayor | Villar de Ciervo | Villares de la Reina | Villasrubias | Zamarra | Zarapicos",1,37,Salamanca,2120.9059539892587,974.074928086014,0.02808966405121242,2936395.8977324315,2096879.6041140032,2892676.5934747,2061742.1605876554,3012446.4142624084,2138923.707128387,EPSG:3035
