district_id,district_pop,target,difference,abs_difference,relative_deviation,population_target_ratio,population_floor,population_cap,within_hard_bounds,within_target_tolerance
38,25840,29283.182926829268,-3443.1829268292677,3443.1829268292677,-0.11758226335685051,0.8824177366431495,23426.546341463414,51245.57012195122,True,True
39,29128,29283.182926829268,-155.18292682926767,155.18292682926767,-0.005299387270059669,0.9947006127299404,23426.546341463414,51245.57012195122,True,True
40,29635,29283.182926829268,351.81707317073233,351.81707317073233,0.012014304389308627,1.0120143043893086,23426.546341463414,51245.57012195122,True,True
41,29084,29283.182926829268,-199.18292682926767,199.18292682926767,-0.0068019561714644135,0.9931980438285356,23426.546341463414,51245.57012195122,True,True
42,28557,29283.182926829268,-726.1829268292677,726.1829268292677,-0.024798633695107593,0.9752013663048924,23426.546341463414,51245.57012195122,True,True
43,30441,29283.182926829268,1157.8170731707323,1157.8170731707323,0.039538634719586435,1.0395386347195865,23426.546341463414,51245.57012195122,True,True
44,30497,29283.182926829268,1213.8170731707323,1213.8170731707323,0.04145099513955611,1.041450995139556,23426.546341463414,51245.57012195122,True,True
45,30506,29283.182926829268,1222.8170731707323,1222.8170731707323,0.0417583387784798,1.04175833877848,23426.546341463414,51245.57012195122,True,True
46,29179,29283.182926829268,-104.18292682926767,104.18292682926767,-0.0035577733161587166,0.9964422266838413,23426.546341463414,51245.57012195122,True,True
47,30437,29283.182926829268,1153.8170731707323,1153.8170731707323,0.03940203754673145,1.0394020375467314,23426.546341463414,51245.57012195122,True,True
48,30535,29283.182926829268,1251.8170731707323,1251.8170731707323,0.042748668281678386,1.0427486682816784,23426.546341463414,51245.57012195122,True,True
49,30447,29283.182926829268,1163.8170731707323,1163.8170731707323,0.039743530478868895,1.039743530478869,23426.546341463414,51245.57012195122,True,True
50,27134,29283.182926829268,-2149.1829268292677,2149.1829268292677,-0.07339307793826555,0.9266069220617345,23426.546341463414,51245.57012195122,True,True
51,32792,29283.182926829268,3508.8170731707323,3508.8170731707323,0.11982362306509899,1.119823623065099,23426.546341463414,51245.57012195122,True,True
52,32771,29283.182926829268,3487.8170731707323,3487.8170731707323,0.11910648790761036,1.1191064879076105,23426.546341463414,51245.57012195122,True,True
53,32776,29283.182926829268,3492.8170731707323,3492.8170731707323,0.11927723437367908,1.119277234373679,23426.546341463414,51245.57012195122,True,True
54,32778,29283.182926829268,3494.8170731707323,3494.8170731707323,0.11934553296010657,1.1193455329601065,23426.546341463414,51245.57012195122,True,True
55,29364,29283.182926829268,80.81707317073233,80.81707317073233,0.002759845928383956,1.002759845928384,23426.546341463414,51245.57012195122,True,True
56,30409,29283.182926829268,1125.8170731707323,1125.8170731707323,0.03844585733674662,1.0384458573367465,23426.546341463414,51245.57012195122,True,True
57,30410,29283.182926829268,1126.8170731707323,1126.8170731707323,0.038480006629960366,1.0384800066299604,23426.546341463414,51245.57012195122,True,True
58,30182,29283.182926829268,898.8170731707323,898.8170731707323,0.030693967777226692,1.0306939677772267,23426.546341463414,51245.57012195122,True,True
59,30149,29283.182926829268,865.8170731707323,865.8170731707323,0.029567041101173135,1.029567041101173,23426.546341463414,51245.57012195122,True,True
60,30140,29283.182926829268,856.8170731707323,856.8170731707323,0.029259697462249434,1.0292596974622494,23426.546341463414,51245.57012195122,True,True
61,30336,29283.182926829268,1052.8170731707323,1052.8170731707323,0.03595295893214329,1.0359529589321432,23426.546341463414,51245.57012195122,True,True
62,30430,29283.182926829268,1146.8170731707323,1146.8170731707323,0.039162992494235244,1.0391629924942352,23426.546341463414,51245.57012195122,True,True
