district_id,party,votes,bloc
65,PODEMOS -AV,87,izquierda
65,PAR,57,centro
65,ESCAÑOS EN BLANCO,55,
65,PACMA,49,
65,PCTE,11,
65,COALICIÓN ARAGONESA,5,
65,MUNDO+JUSTO,3,
66,PP,3268,derecha
66,PSOE,2231,izquierda
66,VOX,2068,derecha
66,CHA,1032,izquierda
66,EXISTE,424,otros
66,SALF,408,derecha
66,IU- MOVIMIENTO SUMAR,333,izquierda
66,PAR,168,centro
66,PODEMOS -AV,99,izquierda
66,ESCAÑOS EN BLANCO,63,
66,PACMA,50,
66,PCTE,9,
66,COALICIÓN ARAGONESA,8,
66,MUNDO+JUSTO,7,
