section_id,party,votes
3728001001,PP,25
3728001001,PREPAL,0
3728001001,PSOE,7
3728001001,SALF,0
3728001001,U.P.L.,0
3728001001,VOX,11
3728101001,Cs,0
3728101001,ESCAÑOS EN BLANCO,0
3728101001,ESPAÑA VACIADA,0
3728101001,IU-MS-VQ,1
3728101001,MUNDO+JUSTO,0
3728101001,NUEVECYL,4
3728101001,PACMA,0
3728101001,PCAS-TC,0
3728101001,PCTE,0
3728101001,PODEMOS - AV,0
3728101001,PP,12
3728101001,PREPAL,0
3728101001,PSOE,7
3728101001,SALF,0
3728101001,U.P.L.,0
3728101001,VOX,0
3728201001,Cs,0
3728201001,ESCAÑOS EN BLANCO,0
3728201001,ESPAÑA VACIADA,2
3728201001,IU-MS-VQ,0
3728201001,MUNDO+JUSTO,0
3728201001,NUEVECYL,0
3728201001,PACMA,0
3728201001,PCAS-TC,0
3728201001,PCTE,0
3728201001,PODEMOS - AV,0
3728201001,PP,38
3728201001,PREPAL,0
3728201001,PSOE,39
3728201001,SALF,2
3728201001,U.P.L.,2
3728201001,VOX,22
3728301001,Cs,0
3728301001,ESCAÑOS EN BLANCO,0
3728301001,ESPAÑA VACIADA,0
3728301001,IU-MS-VQ,0
3728301001,MUNDO+JUSTO,0
3728301001,NUEVECYL,1
3728301001,PACMA,0
3728301001,PCAS-TC,0
3728301001,PCTE,0
3728301001,PODEMOS - AV,0
3728301001,PP,32
3728301001,PREPAL,0
3728301001,PSOE,25
3728301001,SALF,0
3728301001,U.P.L.,1
3728301001,VOX,14
3728401001,Cs,1
3728401001,ESCAÑOS EN BLANCO,0
3728401001,ESPAÑA VACIADA,2
3728401001,IU-MS-VQ,1
3728401001,MUNDO+JUSTO,0
3728401001,NUEVECYL,0
3728401001,PACMA,0
3728401001,PCAS-TC,0
3728401001,PCTE,0
3728401001,PODEMOS - AV,3
3728401001,PP,113
3728401001,PREPAL,0
3728401001,PSOE,53
3728401001,SALF,1
3728401001,U.P.L.,3
3728401001,VOX,22
3728501001,Cs,0
3728501001,ESCAÑOS EN BLANCO,0
3728501001,ESPAÑA VACIADA,0
3728501001,IU-MS-VQ,4
3728501001,MUNDO+JUSTO,0
3728501001,NUEVECYL,0
3728501001,PACMA,0
3728501001,PCAS-TC,0
3728501001,PCTE,0
3728501001,PODEMOS - AV,0
3728501001,PP,95
3728501001,PREPAL,0
3728501001,PSOE,76
3728501001,SALF,0
3728501001,U.P.L.,3
3728501001,VOX,40
3728601001,Cs,0
3728601001,ESCAÑOS EN BLANCO,0
3728601001,ESPAÑA VACIADA,0
3728601001,IU-MS-VQ,5
3728601001,MUNDO+JUSTO,1
3728601001,NUEVECYL,0
3728601001,PACMA,0
3728601001,PCAS-TC,0
3728601001,PCTE,1
3728601001,PODEMOS - AV,6
3728601001,PP,47
3728601001,PREPAL,0
3728601001,PSOE,50
3728601001,SALF,2
3728601001,U.P.L.,0
3728601001,VOX,9
3728701001,Cs,0
3728701001,ESCAÑOS EN BLANCO,0
3728701001,ESPAÑA VACIADA,1
3728701001,IU-MS-VQ,4
3728701001,MUNDO+JUSTO,0
3728701001,NUEVECYL,0
3728701001,PACMA,0
3728701001,PCAS-TC,0
3728701001,PCTE,0
3728701001,PODEMOS - AV,0
3728701001,PP,86
3728701001,PREPAL,1
3728701001,PSOE,23
3728701001,SALF,2
3728701001,U.P.L.,1
3728701001,VOX,39
3728801001,Cs,0
3728801001,ESCAÑOS EN BLANCO,0
3728801001,ESPAÑA VACIADA,0
3728801001,IU-MS-VQ,0
3728801001,MUNDO+JUSTO,0
3728801001,NUEVECYL,3
3728801001,PACMA,1
3728801001,PCAS-TC,1
3728801001,PCTE,0
3728801001,PODEMOS - AV,3
3728801001,PP,83
3728801001,PREPAL,0
3728801001,PSOE,49
3728801001,SALF,3
3728801001,U.P.L.,6
3728801001,VOX,50
3728901001,Cs,1
3728901001,ESCAÑOS EN BLANCO,0
3728901001,ESPAÑA VACIADA,1
3728901001,IU-MS-VQ,1
3728901001,MUNDO+JUSTO,0
3728901001,NUEVECYL,1
3728901001,PACMA,0
3728901001,PCAS-TC,1
3728901001,PCTE,0
3728901001,PODEMOS - AV,0
3728901001,PP,65
3728901001,PREPAL,0
3728901001,PSOE,25
3728901001,SALF,1
3728901001,U.P.L.,1
3728901001,VOX,18
3729001001,Cs,0
3729001001,ESCAÑOS EN BLANCO,0
3729001001,ESPAÑA VACIADA,2
3729001001,IU-MS-VQ,3
3729001001,MUNDO+JUSTO,1
3729001001,NUEVECYL,0
3729001001,PACMA,0
3729001001,PCAS-TC,1
3729001001,PCTE,0
3729001001,PODEMOS - AV,0
3729001001,PP,44
3729001001,PREPAL,0
3729001001,PSOE,17
3729001001,SALF,0
3729001001,U.P.L.,0
3729001001,VOX,20
3729101001,Cs,0
3729101001,ESCAÑOS EN BLANCO,0
3729101001,ESPAÑA VACIADA,0
3729101001,IU-MS-VQ,2
3729101001,MUNDO+JUSTO,0
3729101001,NUEVECYL,2
3729101001,PACMA,0
3729101001,PCAS-TC,0
3729101001,PCTE,0
3729101001,PODEMOS - AV,0
3729101001,PP,68
3729101001,PREPAL,0
3729101001,PSOE,48
3729101001,SALF,7
3729101001,U.P.L.,0
3729101001,VOX,43
3729201001,Cs,0
3729201001,ESCAÑOS EN BLANCO,0
3729201001,ESPAÑA VACIADA,0
3729201001,IU-MS-VQ,0
3729201001,MUNDO+JUSTO,0
3729201001,NUEVECYL,2
3729201001,PACMA,1
3729201001,PCAS-TC,0
3729201001,PCTE,0
3729201001,PODEMOS - AV,0
3729201001,PP,37
3729201001,PREPAL,0
3729201001,PSOE,3
3729201001,SALF,2
3729201001,U.P.L.,0
3729201001,VOX,7
3729301001,Cs,0
3729301001,ESCAÑOS EN BLANCO,0
3729301001,ESPAÑA VACIADA,1
3729301001,IU-MS-VQ,0
3729301001,MUNDO+JUSTO,0
3729301001,NUEVECYL,0
3729301001,PACMA,1
3729301001,PCAS-TC,0
3729301001,PCTE,0
3729301001,PODEMOS - AV,0
3729301001,PP,35
3729301001,PREPAL,0
3729301001,PSOE,10
3729301001,SALF,1
3729301001,U.P.L.,1
3729301001,VOX,6
3729401001,Cs,1
3729401001,ESCAÑOS EN BLANCO,1
3729401001,ESPAÑA VACIADA,3
3729401001,IU-MS-VQ,11
3729401001,MUNDO+JUSTO,1
3729401001,NUEVECYL,7
3729401001,PACMA,3
3729401001,PCAS-TC,0
3729401001,PCTE,2
3729401001,PODEMOS - AV,3
3729401001,PP,290
3729401001,PREPAL,0
3729401001,PSOE,328
3729401001,SALF,10
3729401001,U.P.L.,14
3729401001,VOX,128
3729401002,Cs,4
3729401002,ESCAÑOS EN BLANCO,3
3729401002,ESPAÑA VACIADA,1
3729401002,IU-MS-VQ,3
3729401002,MUNDO+JUSTO,3
3729401002,NUEVECYL,6
3729401002,PACMA,3
3729401002,PCAS-TC,0
3729401002,PCTE,0
3729401002,PODEMOS - AV,5
3729401002,PP,274
3729401002,PREPAL,5
3729401002,PSOE,271
3729401002,SALF,10
3729401002,U.P.L.,10
3729401002,VOX,125
3729401003,Cs,4
3729401003,ESCAÑOS EN BLANCO,5
3729401003,ESPAÑA VACIADA,1
3729401003,IU-MS-VQ,6
3729401003,MUNDO+JUSTO,1
3729401003,NUEVECYL,8
3729401003,PACMA,9
3729401003,PCAS-TC,1
3729401003,PCTE,0
3729401003,PODEMOS - AV,6
3729401003,PP,284
3729401003,PREPAL,3
3729401003,PSOE,306
3729401003,SALF,16
3729401003,U.P.L.,25
3729401003,VOX,174
3729401004,Cs,3
3729401004,ESCAÑOS EN BLANCO,4
3729401004,ESPAÑA VACIADA,4
3729401004,IU-MS-VQ,7
3729401004,MUNDO+JUSTO,2
3729401004,NUEVECYL,11
3729401004,PACMA,2
3729401004,PCAS-TC,0
3729401004,PCTE,1
3729401004,PODEMOS - AV,8
3729401004,PP,299
3729401004,PREPAL,3
3729401004,PSOE,187
3729401004,SALF,20
3729401004,U.P.L.,14
3729401004,VOX,139
3729401005,Cs,1
3729401005,ESCAÑOS EN BLANCO,1
3729401005,ESPAÑA VACIADA,3
3729401005,IU-MS-VQ,14
3729401005,MUNDO+JUSTO,0
3729401005,NUEVECYL,11
3729401005,PACMA,4
3729401005,PCAS-TC,0
3729401005,PCTE,2
3729401005,PODEMOS - AV,2
3729401005,PP,263
3729401005,PREPAL,0
3729401005,PSOE,161
3729401005,SALF,2
3729401005,U.P.L.,11
3729401005,VOX,101
3729401006,Cs,5
3729401006,ESCAÑOS EN BLANCO,2
3729401006,ESPAÑA VACIADA,2
3729401006,IU-MS-VQ,9
3729401006,MUNDO+JUSTO,1
3729401006,NUEVECYL,19
3729401006,PACMA,6
3729401006,PCAS-TC,0
3729401006,PCTE,2
3729401006,PODEMOS - AV,8
3729401006,PP,432
3729401006,PREPAL,3
3729401006,PSOE,283
3729401006,SALF,20
3729401006,U.P.L.,19
3729401006,VOX,194
3729401007,Cs,4
3729401007,ESCAÑOS EN BLANCO,1
3729401007,ESPAÑA VACIADA,1
3729401007,IU-MS-VQ,11
3729401007,MUNDO+JUSTO,0
3729401007,NUEVECYL,8
3729401007,PACMA,2
3729401007,PCAS-TC,0
3729401007,PCTE,1
3729401007,PODEMOS - AV,8
3729401007,PP,389
3729401007,PREPAL,0
3729401007,PSOE,143
3729401007,SALF,3
3729401007,U.P.L.,6
3729401007,VOX,117
3729401008,Cs,2
3729401008,ESCAÑOS EN BLANCO,3
3729401008,ESPAÑA VACIADA,12
3729401008,IU-MS-VQ,8
3729401008,MUNDO+JUSTO,2
3729401008,NUEVECYL,5
3729401008,PACMA,0
3729401008,PCAS-TC,2
3729401008,PCTE,2
3729401008,PODEMOS - AV,4
3729401008,PP,421
3729401008,PREPAL,0
3729401008,PSOE,212
3729401008,SALF,11
3729401008,U.P.L.,15
3729401008,VOX,189
3729401009,Cs,0
3729401009,ESCAÑOS EN BLANCO,4
3729401009,ESPAÑA VACIADA,3
3729401009,IU-MS-VQ,3
3729401009,MUNDO+JUSTO,1
3729401009,NUEVECYL,4
3729401009,PACMA,0
3729401009,PCAS-TC,0
3729401009,PCTE,1
3729401009,PODEMOS - AV,5
3729401009,PP,331
3729401009,PREPAL,2
3729401009,PSOE,135
3729401009,SALF,8
3729401009,U.P.L.,0
3729401009,VOX,144
3729401010,Cs,5
3729401010,ESCAÑOS EN BLANCO,2
3729401010,ESPAÑA VACIADA,2
3729401010,IU-MS-VQ,3
3729401010,MUNDO+JUSTO,1
3729401010,NUEVECYL,10
3729401010,PACMA,1
3729401010,PCAS-TC,0
3729401010,PCTE,1
3729401010,PODEMOS - AV,7
3729401010,PP,281
3729401010,PREPAL,0
3729401010,PSOE,205
3729401010,SALF,13
3729401010,U.P.L.,8
3729401010,VOX,107
3729601001,Cs,0
3729601001,ESCAÑOS EN BLANCO,0
3729601001,ESPAÑA VACIADA,0
3729601001,IU-MS-VQ,2
3729601001,MUNDO+JUSTO,0
3729601001,NUEVECYL,0
3729601001,PACMA,1
3729601001,PCAS-TC,0
3729601001,PCTE,0
3729601001,PODEMOS - AV,0
3729601001,PP,66
3729601001,PREPAL,0
3729601001,PSOE,79
3729601001,SALF,0
3729601001,U.P.L.,0
3729601001,VOX,24
3729701001,Cs,0
3729701001,ESCAÑOS EN BLANCO,0
3729701001,ESPAÑA VACIADA,1
3729701001,IU-MS-VQ,2
3729701001,MUNDO+JUSTO,1
3729701001,NUEVECYL,2
3729701001,PACMA,0
3729701001,PCAS-TC,1
3729701001,PCTE,0
3729701001,PODEMOS - AV,0
3729701001,PP,129
3729701001,PREPAL,0
3729701001,PSOE,53
3729701001,SALF,5
3729701001,U.P.L.,2
3729701001,VOX,55
3729801001,Cs,0
3729801001,ESCAÑOS EN BLANCO,0
3729801001,ESPAÑA VACIADA,0
3729801001,IU-MS-VQ,1
3729801001,MUNDO+JUSTO,0
3729801001,NUEVECYL,0
3729801001,PACMA,0
3729801001,PCAS-TC,0
3729801001,PCTE,0
3729801001,PODEMOS - AV,0
3729801001,PP,35
3729801001,PREPAL,0
3729801001,PSOE,25
3729801001,SALF,0
3729801001,U.P.L.,0
3729801001,VOX,20
3729901001,Cs,0
3729901001,ESCAÑOS EN BLANCO,0
3729901001,ESPAÑA VACIADA,1
3729901001,IU-MS-VQ,0
3729901001,MUNDO+JUSTO,0
3729901001,NUEVECYL,2
3729901001,PACMA,0
3729901001,PCAS-TC,0
3729901001,PCTE,0
3729901001,PODEMOS - AV,0
3729901001,PP,72
3729901001,PREPAL,0
3729901001,PSOE,26
3729901001,SALF,0
3729901001,U.P.L.,2
3729901001,VOX,23
3730001001,Cs,1
3730001001,ESCAÑOS EN BLANCO,2
3730001001,ESPAÑA VACIADA,1
3730001001,IU-MS-VQ,3
3730001001,MUNDO+JUSTO,0
3730001001,NUEVECYL,0
3730001001,PACMA,0
3730001001,PCAS-TC,0
3730001001,PCTE,0
3730001001,PODEMOS - AV,1
3730001001,PP,116
3730001001,PREPAL,0
3730001001,PSOE,125
3730001001,SALF,3
3730001001,U.P.L.,5
3730001001,VOX,46
3730101001,Cs,0
3730101001,ESCAÑOS EN BLANCO,0
3730101001,ESPAÑA VACIADA,1
3730101001,IU-MS-VQ,2
3730101001,MUNDO+JUSTO,0
3730101001,NUEVECYL,0
3730101001,PACMA,0
3730101001,PCAS-TC,0
3730101001,PCTE,0
3730101001,PODEMOS - AV,0
3730101001,PP,39
3730101001,PREPAL,0
3730101001,PSOE,11
3730101001,SALF,2
3730101001,U.P.L.,0
3730101001,VOX,9
3730201001,Cs,0
3730201001,ESCAÑOS EN BLANCO,1
3730201001,ESPAÑA VACIADA,0
3730201001,IU-MS-VQ,0
3730201001,MUNDO+JUSTO,0
3730201001,NUEVECYL,5
3730201001,PACMA,0
3730201001,PCAS-TC,0
3730201001,PCTE,0
3730201001,PODEMOS - AV,0
3730201001,PP,57
3730201001,PREPAL,0
3730201001,PSOE,44
3730201001,SALF,2
3730201001,U.P.L.,0
3730201001,VOX,26
3730301001,Cs,0
3730301001,ESCAÑOS EN BLANCO,0
3730301001,ESPAÑA VACIADA,0
3730301001,IU-MS-VQ,0
3730301001,MUNDO+JUSTO,0
3730301001,NUEVECYL,0
3730301001,PACMA,1
3730301001,PCAS-TC,0
3730301001,PCTE,0
3730301001,PODEMOS - AV,0
3730301001,PP,44
3730301001,PREPAL,0
3730301001,PSOE,31
3730301001,SALF,1
3730301001,U.P.L.,3
3730301001,VOX,28
3730401001,Cs,0
3730401001,ESCAÑOS EN BLANCO,0
3730401001,ESPAÑA VACIADA,0
3730401001,IU-MS-VQ,2
3730401001,MUNDO+JUSTO,0
3730401001,NUEVECYL,0
3730401001,PACMA,0
3730401001,PCAS-TC,0
3730401001,PCTE,0
3730401001,PODEMOS - AV,0
3730401001,PP,46
3730401001,PREPAL,0
3730401001,PSOE,14
3730401001,SALF,0
3730401001,U.P.L.,0
3730401001,VOX,18
3730501001,Cs,0
3730501001,ESCAÑOS EN BLANCO,1
3730501001,ESPAÑA VACIADA,2
3730501001,IU-MS-VQ,3
3730501001,MUNDO+JUSTO,0
3730501001,NUEVECYL,4
3730501001,PACMA,0
3730501001,PCAS-TC,1
3730501001,PCTE,0
3730501001,PODEMOS - AV,2
3730501001,PP,29
3730501001,PREPAL,0
3730501001,PSOE,37
3730501001,SALF,1
3730501001,U.P.L.,2
3730501001,VOX,59
3730601001,Cs,1
3730601001,ESCAÑOS EN BLANCO,2
3730601001,ESPAÑA VACIADA,1
3730601001,IU-MS-VQ,0
3730601001,MUNDO+JUSTO,0
3730601001,NUEVECYL,0
3730601001,PACMA,1
3730601001,PCAS-TC,0
3730601001,PCTE,0
3730601001,PODEMOS - AV,0
3730601001,PP,64
3730601001,PREPAL,0
3730601001,PSOE,13
3730601001,SALF,0
3730601001,U.P.L.,3
3730601001,VOX,22
3730701001,Cs,0
3730701001,ESCAÑOS EN BLANCO,0
3730701001,ESPAÑA VACIADA,1
3730701001,IU-MS-VQ,0
3730701001,MUNDO+JUSTO,0
3730701001,NUEVECYL,0
3730701001,PACMA,0
3730701001,PCAS-TC,0
3730701001,PCTE,0
3730701001,PODEMOS - AV,0
3730701001,PP,42
3730701001,PREPAL,0
3730701001,PSOE,8
3730701001,SALF,1
3730701001,U.P.L.,4
3730701001,VOX,18
3730901001,Cs,0
3730901001,ESCAÑOS EN BLANCO,0
3730901001,ESPAÑA VACIADA,0
3730901001,IU-MS-VQ,0
3730901001,MUNDO+JUSTO,0
3730901001,NUEVECYL,1
3730901001,PACMA,0
3730901001,PCAS-TC,0
3730901001,PCTE,0
3730901001,PODEMOS - AV,0
3730901001,PP,7
3730901001,PREPAL,0
3730901001,PSOE,4
3730901001,SALF,0
3730901001,U.P.L.,4
3730901001,VOX,4
3731001001,Cs,0
3731001001,ESCAÑOS EN BLANCO,0
3731001001,ESPAÑA VACIADA,0
3731001001,IU-MS-VQ,1
3731001001,MUNDO+JUSTO,0
3731001001,NUEVECYL,0
3731001001,PACMA,0
3731001001,PCAS-TC,0
3731001001,PCTE,0
3731001001,PODEMOS - AV,2
3731001001,PP,37
3731001001,PREPAL,0
3731001001,PSOE,29
3731001001,SALF,0
3731001001,U.P.L.,1
3731001001,VOX,6
3731101001,Cs,0
3731101001,ESCAÑOS EN BLANCO,0
3731101001,ESPAÑA VACIADA,0
3731101001,IU-MS-VQ,0
3731101001,MUNDO+JUSTO,0
3731101001,NUEVECYL,1
3731101001,PACMA,0
3731101001,PCAS-TC,0
3731101001,PCTE,0
3731101001,PODEMOS - AV,0
3731101001,PP,51
3731101001,PREPAL,1
3731101001,PSOE,40
3731101001,SALF,1
3731101001,U.P.L.,4
3731101001,VOX,10
3731201001,Cs,0
3731201001,ESCAÑOS EN BLANCO,0
3731201001,ESPAÑA VACIADA,1
3731201001,IU-MS-VQ,1
3731201001,MUNDO+JUSTO,0
3731201001,NUEVECYL,0
3731201001,PACMA,0
3731201001,PCAS-TC,0
3731201001,PCTE,0
3731201001,PODEMOS - AV,1
3731201001,PP,108
3731201001,PREPAL,0
3731201001,PSOE,32
3731201001,SALF,0
3731201001,U.P.L.,0
3731201001,VOX,27
3731301001,Cs,0
3731301001,ESCAÑOS EN BLANCO,0
3731301001,ESPAÑA VACIADA,0
3731301001,IU-MS-VQ,1
3731301001,MUNDO+JUSTO,0
3731301001,NUEVECYL,2
3731301001,PACMA,0
3731301001,PCAS-TC,0
3731301001,PCTE,0
3731301001,PODEMOS - AV,0
3731301001,PP,129
3731301001,PREPAL,0
3731301001,PSOE,77
3731301001,SALF,3
3731301001,U.P.L.,1
3731301001,VOX,78
3731401001,Cs,0
3731401001,ESCAÑOS EN BLANCO,0
3731401001,ESPAÑA VACIADA,1
3731401001,IU-MS-VQ,0
3731401001,MUNDO+JUSTO,0
3731401001,NUEVECYL,0
3731401001,PACMA,0
3731401001,PCAS-TC,0
3731401001,PCTE,0
3731401001,PODEMOS - AV,0
3731401001,PP,36
3731401001,PREPAL,0
3731401001,PSOE,6
3731401001,SALF,0
3731401001,U.P.L.,1
3731401001,VOX,11
3731501001,Cs,0
3731501001,ESCAÑOS EN BLANCO,0
3731501001,ESPAÑA VACIADA,1
3731501001,IU-MS-VQ,0
3731501001,MUNDO+JUSTO,1
3731501001,NUEVECYL,0
3731501001,PACMA,0
3731501001,PCAS-TC,0
3731501001,PCTE,0
3731501001,PODEMOS - AV,0
3731501001,PP,34
3731501001,PREPAL,0
3731501001,PSOE,9
3731501001,SALF,1
3731501001,U.P.L.,0
3731501001,VOX,8
3731601001,Cs,0
3731601001,ESCAÑOS EN BLANCO,1
3731601001,ESPAÑA VACIADA,2
3731601001,IU-MS-VQ,3
3731601001,MUNDO+JUSTO,0
3731601001,NUEVECYL,6
3731601001,PACMA,0
3731601001,PCAS-TC,0
3731601001,PCTE,1
3731601001,PODEMOS - AV,1
3731601001,PP,219
3731601001,PREPAL,1
3731601001,PSOE,96
3731601001,SALF,9
3731601001,U.P.L.,6
3731601001,VOX,125
3731701001,Cs,0
3731701001,ESCAÑOS EN BLANCO,0
3731701001,ESPAÑA VACIADA,0
3731701001,IU-MS-VQ,0
3731701001,MUNDO+JUSTO,0
3731701001,NUEVECYL,1
3731701001,PACMA,0
3731701001,PCAS-TC,0
3731701001,PCTE,0
3731701001,PODEMOS - AV,0
3731701001,PP,88
3731701001,PREPAL,0
3731701001,PSOE,40
3731701001,SALF,0
3731701001,U.P.L.,2
3731701001,VOX,36
3731801001,Cs,1
3731801001,ESCAÑOS EN BLANCO,0
3731801001,ESPAÑA VACIADA,0
3731801001,IU-MS-VQ,1
3731801001,MUNDO+JUSTO,0
3731801001,NUEVECYL,1
3731801001,PACMA,0
3731801001,PCAS-TC,0
3731801001,PCTE,0
3731801001,PODEMOS - AV,0
3731801001,PP,76
3731801001,PREPAL,0
3731801001,PSOE,27
3731801001,SALF,2
3731801001,U.P.L.,3
3731801001,VOX,21
3731901001,Cs,0
3731901001,ESCAÑOS EN BLANCO,0
3731901001,ESPAÑA VACIADA,0
3731901001,IU-MS-VQ,0
3731901001,MUNDO+JUSTO,0
3731901001,NUEVECYL,0
3731901001,PACMA,0
3731901001,PCAS-TC,0
3731901001,PCTE,0
3731901001,PODEMOS - AV,0
3731901001,PP,11
3731901001,PREPAL,0
3731901001,PSOE,11
3731901001,SALF,0
3731901001,U.P.L.,19
3731901001,VOX,11
3732001001,Cs,0
3732001001,ESCAÑOS EN BLANCO,0
3732001001,ESPAÑA VACIADA,0
3732001001,IU-MS-VQ,0
3732001001,MUNDO+JUSTO,0
3732001001,NUEVECYL,0
3732001001,PACMA,0
3732001001,PCAS-TC,0
3732001001,PCTE,0
3732001001,PODEMOS - AV,0
3732001001,PP,23
3732001001,PREPAL,0
3732001001,PSOE,8
3732001001,SALF,0
3732001001,U.P.L.,1
3732001001,VOX,16
3732101001,Cs,0
3732101001,ESCAÑOS EN BLANCO,0
3732101001,ESPAÑA VACIADA,0
3732101001,IU-MS-VQ,0
3732101001,MUNDO+JUSTO,0
3732101001,NUEVECYL,0
3732101001,PACMA,0
3732101001,PCAS-TC,0
3732101001,PCTE,0
3732101001,PODEMOS - AV,2
3732101001,PP,42
3732101001,PREPAL,0
3732101001,PSOE,24
3732101001,SALF,0
3732101001,U.P.L.,0
3732101001,VOX,21
3732201001,Cs,0
3732201001,ESCAÑOS EN BLANCO,3
3732201001,ESPAÑA VACIADA,2
3732201001,IU-MS-VQ,29
3732201001,MUNDO+JUSTO,1
3732201001,NUEVECYL,9
3732201001,PACMA,5
3732201001,PCAS-TC,0
3732201001,PCTE,2
3732201001,PODEMOS - AV,8
3732201001,PP,325
3732201001,PREPAL,2
3732201001,PSOE,288
3732201001,SALF,23
3732201001,U.P.L.,15
3732201001,VOX,211
3732201002,Cs,2
3732201002,ESCAÑOS EN BLANCO,0
3732201002,ESPAÑA VACIADA,2
3732201002,IU-MS-VQ,13
3732201002,MUNDO+JUSTO,0
3732201002,NUEVECYL,1
3732201002,PACMA,0
3732201002,PCAS-TC,0
3732201002,PCTE,0
3732201002,PODEMOS - AV,4
3732201002,PP,113
3732201002,PREPAL,0
3732201002,PSOE,145
3732201002,SALF,5
3732201002,U.P.L.,1
3732201002,VOX,63
3732301001,Cs,1
3732301001,ESCAÑOS EN BLANCO,0
3732301001,ESPAÑA VACIADA,0
3732301001,IU-MS-VQ,2
3732301001,MUNDO+JUSTO,0
3732301001,NUEVECYL,2
3732301001,PACMA,1
3732301001,PCAS-TC,0
3732301001,PCTE,0
3732301001,PODEMOS - AV,0
3732301001,PP,139
3732301001,PREPAL,1
3732301001,PSOE,58
3732301001,SALF,5
3732301001,U.P.L.,2
3732301001,VOX,60
3732401001,Cs,1
3732401001,ESCAÑOS EN BLANCO,0
3732401001,ESPAÑA VACIADA,0
3732401001,IU-MS-VQ,1
3732401001,MUNDO+JUSTO,0
3732401001,NUEVECYL,0
3732401001,PACMA,0
3732401001,PCAS-TC,0
3732401001,PCTE,0
3732401001,PODEMOS - AV,0
3732401001,PP,106
3732401001,PREPAL,0
3732401001,PSOE,42
3732401001,SALF,1
3732401001,U.P.L.,1
3732401001,VOX,41
3732501001,Cs,0
3732501001,ESCAÑOS EN BLANCO,0
3732501001,ESPAÑA VACIADA,0
3732501001,IU-MS-VQ,0
3732501001,MUNDO+JUSTO,0
3732501001,NUEVECYL,0
3732501001,PACMA,1
3732501001,PCAS-TC,0
3732501001,PCTE,0
3732501001,PODEMOS - AV,0
3732501001,PP,29
3732501001,PREPAL,0
3732501001,PSOE,14
3732501001,SALF,0
3732501001,U.P.L.,1
3732501001,VOX,13
3732701001,Cs,0
3732701001,ESCAÑOS EN BLANCO,0
3732701001,ESPAÑA VACIADA,7
3732701001,IU-MS-VQ,1
3732701001,MUNDO+JUSTO,0
3732701001,NUEVECYL,4
3732701001,PACMA,0
3732701001,PCAS-TC,0
3732701001,PCTE,0
3732701001,PODEMOS - AV,1
3732701001,PP,53
3732701001,PREPAL,0
3732701001,PSOE,46
3732701001,SALF,0
3732701001,U.P.L.,5
3732701001,VOX,18
3732801001,Cs,0
3732801001,ESCAÑOS EN BLANCO,0
3732801001,ESPAÑA VACIADA,0
3732801001,IU-MS-VQ,0
3732801001,MUNDO+JUSTO,1
3732801001,NUEVECYL,1
3732801001,PACMA,0
3732801001,PCAS-TC,0
3732801001,PCTE,0
3732801001,PODEMOS - AV,1
3732801001,PP,23
3732801001,PREPAL,2
3732801001,PSOE,34
3732801001,SALF,1
3732801001,U.P.L.,1
3732801001,VOX,13
3732901001,Cs,0
3732901001,ESCAÑOS EN BLANCO,0
3732901001,ESPAÑA VACIADA,0
3732901001,IU-MS-VQ,0
3732901001,MUNDO+JUSTO,0
3732901001,NUEVECYL,0
3732901001,PACMA,0
3732901001,PCAS-TC,0
3732901001,PCTE,0
3732901001,PODEMOS - AV,0
3732901001,PP,14
3732901001,PREPAL,0
3732901001,PSOE,5
3732901001,SALF,0
3732901001,U.P.L.,1
3732901001,VOX,11
3733001001,Cs,1
3733001001,ESCAÑOS EN BLANCO,0
3733001001,ESPAÑA VACIADA,2
3733001001,IU-MS-VQ,1
3733001001,MUNDO+JUSTO,0
3733001001,NUEVECYL,2
3733001001,PACMA,1
3733001001,PCAS-TC,0
3733001001,PCTE,0
3733001001,PODEMOS - AV,0
3733001001,PP,68
3733001001,PREPAL,2
3733001001,PSOE,55
3733001001,SALF,3
3733001001,U.P.L.,2
3733001001,VOX,54
3733101001,Cs,0
3733101001,ESCAÑOS EN BLANCO,1
3733101001,ESPAÑA VACIADA,0
3733101001,IU-MS-VQ,0
3733101001,MUNDO+JUSTO,0
3733101001,NUEVECYL,2
3733101001,PACMA,0
3733101001,PCAS-TC,0
3733101001,PCTE,0
3733101001,PODEMOS - AV,0
3733101001,PP,53
3733101001,PREPAL,0
3733101001,PSOE,21
3733101001,SALF,2
3733101001,U.P.L.,0
3733101001,VOX,13
3733201001,Cs,0
3733201001,ESCAÑOS EN BLANCO,0
3733201001,ESPAÑA VACIADA,0
3733201001,IU-MS-VQ,0
3733201001,MUNDO+JUSTO,0
3733201001,NUEVECYL,1
3733201001,PACMA,0
3733201001,PCAS-TC,0
3733201001,PCTE,0
3733201001,PODEMOS - AV,0
3733201001,PP,24
3733201001,PREPAL,0
3733201001,PSOE,6
3733201001,SALF,0
3733201001,U.P.L.,1
3733201001,VOX,15
3733301001,Cs,0
3733301001,ESCAÑOS EN BLANCO,0
3733301001,ESPAÑA VACIADA,0
3733301001,IU-MS-VQ,1
3733301001,MUNDO+JUSTO,0
3733301001,NUEVECYL,0
3733301001,PACMA,0
3733301001,PCAS-TC,0
3733301001,PCTE,0
3733301001,PODEMOS - AV,0
3733301001,PP,32
3733301001,PREPAL,0
3733301001,PSOE,28
3733301001,SALF,1
3733301001,U.P.L.,1
3733301001,VOX,30
