section_id,party,votes
0941301001,PODEMOS - AV,2
0941301001,PP,91
0941301001,PSOE,61
0941301001,SALF,4
0941301001,VBM,1
0941301001,VOX,35
0941401001,Cs,1
0941401001,DECIDE-NUEVECYL,0
0941401001,ESCAÑOS EN BLANCO,0
0941401001,IU-MS-VQ,2
0941401001,MUNDO+JUSTO,0
0941401001,PACMA,0
0941401001,PCAS-TC,1
0941401001,PCTE,0
0941401001,PODEMOS - AV,0
0941401001,PP,56
0941401001,PSOE,41
0941401001,SALF,1
0941401001,VBM,4
0941401001,VOX,12
0941501001,Cs,3
0941501001,DECIDE-NUEVECYL,3
0941501001,ESCAÑOS EN BLANCO,2
0941501001,IU-MS-VQ,2
0941501001,MUNDO+JUSTO,0
0941501001,PACMA,0
0941501001,PCAS-TC,0
0941501001,PCTE,0
0941501001,PODEMOS - AV,1
0941501001,PP,79
0941501001,PSOE,39
0941501001,SALF,6
0941501001,VBM,1
0941501001,VOX,30
0941601001,Cs,0
0941601001,DECIDE-NUEVECYL,0
0941601001,ESCAÑOS EN BLANCO,0
0941601001,IU-MS-VQ,6
0941601001,MUNDO+JUSTO,0
0941601001,PACMA,1
0941601001,PCAS-TC,0
0941601001,PCTE,0
0941601001,PODEMOS - AV,4
0941601001,PP,5
0941601001,PSOE,7
0941601001,SALF,1
0941601001,VBM,0
0941601001,VOX,3
0941701001,Cs,0
0941701001,DECIDE-NUEVECYL,0
0941701001,ESCAÑOS EN BLANCO,0
0941701001,IU-MS-VQ,0
0941701001,MUNDO+JUSTO,0
0941701001,PACMA,0
0941701001,PCAS-TC,0
0941701001,PCTE,0
0941701001,PODEMOS - AV,0
0941701001,PP,20
0941701001,PSOE,3
0941701001,SALF,1
0941701001,VBM,0
0941701001,VOX,3
0941801001,Cs,0
0941801001,DECIDE-NUEVECYL,0
0941801001,ESCAÑOS EN BLANCO,0
0941801001,IU-MS-VQ,0
0941801001,MUNDO+JUSTO,0
0941801001,PACMA,0
0941801001,PCAS-TC,0
0941801001,PCTE,0
0941801001,PODEMOS - AV,0
0941801001,PP,20
0941801001,PSOE,7
0941801001,SALF,0
0941801001,VBM,0
0941801001,VOX,18
0941901001,Cs,0
0941901001,DECIDE-NUEVECYL,0
0941901001,ESCAÑOS EN BLANCO,0
0941901001,IU-MS-VQ,2
0941901001,MUNDO+JUSTO,0
0941901001,PACMA,1
0941901001,PCAS-TC,0
0941901001,PCTE,0
0941901001,PODEMOS - AV,0
0941901001,PP,22
0941901001,PSOE,6
0941901001,SALF,0
0941901001,VBM,0
0941901001,VOX,19
0942101001,Cs,0
0942101001,DECIDE-NUEVECYL,0
0942101001,ESCAÑOS EN BLANCO,1
0942101001,IU-MS-VQ,1
0942101001,MUNDO+JUSTO,0
0942101001,PACMA,1
0942101001,PCAS-TC,0
0942101001,PCTE,0
0942101001,PODEMOS - AV,2
0942101001,PP,62
0942101001,PSOE,54
0942101001,SALF,5
0942101001,VBM,4
0942101001,VOX,26
0942201001,Cs,0
0942201001,DECIDE-NUEVECYL,0
0942201001,ESCAÑOS EN BLANCO,0
0942201001,IU-MS-VQ,0
0942201001,MUNDO+JUSTO,0
0942201001,PACMA,0
0942201001,PCAS-TC,0
0942201001,PCTE,0
0942201001,PODEMOS - AV,0
0942201001,PP,11
0942201001,PSOE,3
0942201001,SALF,0
0942201001,VBM,0
0942201001,VOX,3
0942301001,Cs,3
0942301001,DECIDE-NUEVECYL,0
0942301001,ESCAÑOS EN BLANCO,0
0942301001,IU-MS-VQ,0
0942301001,MUNDO+JUSTO,0
0942301001,PACMA,0
0942301001,PCAS-TC,0
0942301001,PCTE,0
0942301001,PODEMOS - AV,0
0942301001,PP,12
0942301001,PSOE,1
0942301001,SALF,0
0942301001,VBM,0
0942301001,VOX,1
0942401001,Cs,0
0942401001,DECIDE-NUEVECYL,1
0942401001,ESCAÑOS EN BLANCO,0
0942401001,IU-MS-VQ,0
0942401001,MUNDO+JUSTO,0
0942401001,PACMA,0
0942401001,PCAS-TC,0
0942401001,PCTE,0
0942401001,PODEMOS - AV,0
0942401001,PP,14
0942401001,PSOE,5
0942401001,SALF,0
0942401001,VBM,0
0942401001,VOX,4
0942501001,Cs,1
0942501001,DECIDE-NUEVECYL,1
0942501001,ESCAÑOS EN BLANCO,0
0942501001,IU-MS-VQ,5
0942501001,MUNDO+JUSTO,0
0942501001,PACMA,0
0942501001,PCAS-TC,1
0942501001,PCTE,0
0942501001,PODEMOS - AV,11
0942501001,PP,88
0942501001,PSOE,114
0942501001,SALF,0
0942501001,VBM,5
0942501001,VOX,36
0942701001,Cs,3
0942701001,DECIDE-NUEVECYL,0
0942701001,ESCAÑOS EN BLANCO,2
0942701001,IU-MS-VQ,9
0942701001,MUNDO+JUSTO,1
0942701001,PACMA,3
0942701001,PCAS-TC,6
0942701001,PCTE,0
0942701001,PODEMOS - AV,3
0942701001,PP,185
0942701001,PSOE,126
0942701001,SALF,1
0942701001,VBM,5
0942701001,VOX,64
0942701002,Cs,1
0942701002,DECIDE-NUEVECYL,3
0942701002,ESCAÑOS EN BLANCO,1
0942701002,IU-MS-VQ,1
0942701002,MUNDO+JUSTO,0
0942701002,PACMA,1
0942701002,PCAS-TC,2
0942701002,PCTE,0
0942701002,PODEMOS - AV,5
0942701002,PP,161
0942701002,PSOE,49
0942701002,SALF,3
0942701002,VBM,4
0942701002,VOX,88
0942801001,Cs,0
0942801001,DECIDE-NUEVECYL,0
0942801001,ESCAÑOS EN BLANCO,0
0942801001,IU-MS-VQ,0
0942801001,MUNDO+JUSTO,0
0942801001,PACMA,0
0942801001,PCAS-TC,0
0942801001,PCTE,0
0942801001,PODEMOS - AV,0
0942801001,PP,31
0942801001,PSOE,22
0942801001,SALF,0
0942801001,VBM,1
0942801001,VOX,10
0942901001,Cs,0
0942901001,DECIDE-NUEVECYL,0
0942901001,ESCAÑOS EN BLANCO,1
0942901001,IU-MS-VQ,0
0942901001,MUNDO+JUSTO,0
0942901001,PACMA,0
0942901001,PCAS-TC,0
0942901001,PCTE,0
0942901001,PODEMOS - AV,0
0942901001,PP,12
0942901001,PSOE,1
0942901001,SALF,0
0942901001,VBM,0
0942901001,VOX,17
0943001001,Cs,0
0943001001,DECIDE-NUEVECYL,0
0943001001,ESCAÑOS EN BLANCO,0
0943001001,IU-MS-VQ,0
0943001001,MUNDO+JUSTO,0
0943001001,PACMA,0
0943001001,PCAS-TC,0
0943001001,PCTE,0
0943001001,PODEMOS - AV,0
0943001001,PP,7
0943001001,PSOE,6
0943001001,SALF,1
0943001001,VBM,0
0943001001,VOX,2
0943101001,Cs,0
0943101001,DECIDE-NUEVECYL,0
0943101001,ESCAÑOS EN BLANCO,0
0943101001,IU-MS-VQ,0
0943101001,MUNDO+JUSTO,1
0943101001,PACMA,2
0943101001,PCAS-TC,0
0943101001,PCTE,0
0943101001,PODEMOS - AV,0
0943101001,PP,35
0943101001,PSOE,15
0943101001,SALF,5
0943101001,VBM,1
0943101001,VOX,13
0943201001,Cs,0
0943201001,DECIDE-NUEVECYL,0
0943201001,ESCAÑOS EN BLANCO,1
0943201001,IU-MS-VQ,4
0943201001,MUNDO+JUSTO,1
0943201001,PACMA,1
0943201001,PCAS-TC,1
0943201001,PCTE,0
0943201001,PODEMOS - AV,1
0943201001,PP,39
0943201001,PSOE,45
0943201001,SALF,0
0943201001,VBM,1
0943201001,VOX,4
0943301001,Cs,0
0943301001,DECIDE-NUEVECYL,0
0943301001,ESCAÑOS EN BLANCO,0
0943301001,IU-MS-VQ,1
0943301001,MUNDO+JUSTO,0
0943301001,PACMA,0
0943301001,PCAS-TC,0
0943301001,PCTE,1
0943301001,PODEMOS - AV,1
0943301001,PP,14
0943301001,PSOE,17
0943301001,SALF,1
0943301001,VBM,2
0943301001,VOX,2
0943401001,Cs,8
0943401001,DECIDE-NUEVECYL,2
0943401001,ESCAÑOS EN BLANCO,7
0943401001,IU-MS-VQ,15
0943401001,MUNDO+JUSTO,3
0943401001,PACMA,8
0943401001,PCAS-TC,6
0943401001,PCTE,5
0943401001,PODEMOS - AV,10
0943401001,PP,268
0943401001,PSOE,320
0943401001,SALF,25
0943401001,VBM,20
0943401001,VOX,235
0943701001,Cs,1
0943701001,DECIDE-NUEVECYL,2
0943701001,ESCAÑOS EN BLANCO,2
0943701001,IU-MS-VQ,2
0943701001,MUNDO+JUSTO,0
0943701001,PACMA,1
0943701001,PCAS-TC,1
0943701001,PCTE,0
0943701001,PODEMOS - AV,2
0943701001,PP,70
0943701001,PSOE,45
0943701001,SALF,3
0943701001,VBM,1
0943701001,VOX,22
0943801001,Cs,4
0943801001,DECIDE-NUEVECYL,5
0943801001,ESCAÑOS EN BLANCO,0
0943801001,IU-MS-VQ,6
0943801001,MUNDO+JUSTO,1
0943801001,PACMA,0
0943801001,PCAS-TC,2
0943801001,PCTE,0
0943801001,PODEMOS - AV,5
0943801001,PP,163
0943801001,PSOE,119
0943801001,SALF,8
0943801001,VBM,14
0943801001,VOX,77
0943901001,Cs,6
0943901001,DECIDE-NUEVECYL,0
0943901001,ESCAÑOS EN BLANCO,5
0943901001,IU-MS-VQ,16
0943901001,MUNDO+JUSTO,1
0943901001,PACMA,4
0943901001,PCAS-TC,8
0943901001,PCTE,5
0943901001,PODEMOS - AV,8
0943901001,PP,222
0943901001,PSOE,206
0943901001,SALF,19
0943901001,VBM,19
0943901001,VOX,194
0944001001,Cs,0
0944001001,DECIDE-NUEVECYL,0
0944001001,ESCAÑOS EN BLANCO,0
0944001001,IU-MS-VQ,0
0944001001,MUNDO+JUSTO,0
0944001001,PACMA,0
0944001001,PCAS-TC,0
0944001001,PCTE,0
0944001001,PODEMOS - AV,1
0944001001,PP,22
0944001001,PSOE,20
0944001001,SALF,0
0944001001,VBM,0
0944001001,VOX,9
0944101001,Cs,0
0944101001,DECIDE-NUEVECYL,0
0944101001,ESCAÑOS EN BLANCO,0
0944101001,IU-MS-VQ,0
0944101001,MUNDO+JUSTO,0
0944101001,PACMA,0
0944101001,PCAS-TC,0
0944101001,PCTE,0
0944101001,PODEMOS - AV,0
0944101001,PP,30
0944101001,PSOE,6
0944101001,SALF,3
0944101001,VBM,0
0944101001,VOX,23
0944201001,Cs,3
0944201001,DECIDE-NUEVECYL,0
0944201001,ESCAÑOS EN BLANCO,0
0944201001,IU-MS-VQ,6
0944201001,MUNDO+JUSTO,0
0944201001,PACMA,0
0944201001,PCAS-TC,1
0944201001,PCTE,4
0944201001,PODEMOS - AV,3
0944201001,PP,93
0944201001,PSOE,79
0944201001,SALF,3
0944201001,VBM,1
0944201001,VOX,45
0944301001,Cs,0
0944301001,DECIDE-NUEVECYL,0
0944301001,ESCAÑOS EN BLANCO,0
0944301001,IU-MS-VQ,1
0944301001,MUNDO+JUSTO,0
0944301001,PACMA,0
0944301001,PCAS-TC,1
0944301001,PCTE,0
0944301001,PODEMOS - AV,0
0944301001,PP,38
0944301001,PSOE,29
0944301001,SALF,0
0944301001,VBM,6
0944301001,VOX,15
0944401001,Cs,0
0944401001,DECIDE-NUEVECYL,0
0944401001,ESCAÑOS EN BLANCO,0
0944401001,IU-MS-VQ,0
0944401001,MUNDO+JUSTO,0
0944401001,PACMA,0
0944401001,PCAS-TC,0
0944401001,PCTE,0
0944401001,PODEMOS - AV,0
0944401001,PP,17
0944401001,PSOE,5
0944401001,SALF,0
0944401001,VBM,1
0944401001,VOX,11
0944501001,Cs,0
0944501001,DECIDE-NUEVECYL,0
0944501001,ESCAÑOS EN BLANCO,0
0944501001,IU-MS-VQ,0
0944501001,MUNDO+JUSTO,1
0944501001,PACMA,1
0944501001,PCAS-TC,0
0944501001,PCTE,0
0944501001,PODEMOS - AV,0
0944501001,PP,11
0944501001,PSOE,12
0944501001,SALF,0
0944501001,VBM,0
0944501001,VOX,1
0944601001,Cs,0
0944601001,DECIDE-NUEVECYL,0
0944601001,ESCAÑOS EN BLANCO,0
0944601001,IU-MS-VQ,0
0944601001,MUNDO+JUSTO,0
0944601001,PACMA,0
0944601001,PCAS-TC,0
0944601001,PCTE,0
0944601001,PODEMOS - AV,0
0944601001,PP,2
0944601001,PSOE,4
0944601001,SALF,0
0944601001,VBM,0
0944601001,VOX,0
0944701001,Cs,0
0944701001,DECIDE-NUEVECYL,0
0944701001,ESCAÑOS EN BLANCO,0
0944701001,IU-MS-VQ,0
0944701001,MUNDO+JUSTO,0
0944701001,PACMA,0
0944701001,PCAS-TC,0
0944701001,PCTE,0
0944701001,PODEMOS - AV,0
0944701001,PP,14
0944701001,PSOE,11
0944701001,SALF,0
0944701001,VBM,1
0944701001,VOX,3
0944801001,Cs,1
0944801001,DECIDE-NUEVECYL,0
0944801001,ESCAÑOS EN BLANCO,0
0944801001,IU-MS-VQ,0
0944801001,MUNDO+JUSTO,0
0944801001,PACMA,0
0944801001,PCAS-TC,0
0944801001,PCTE,0
0944801001,PODEMOS - AV,0
0944801001,PP,74
0944801001,PSOE,20
0944801001,SALF,2
0944801001,VBM,3
0944801001,VOX,28
0944901001,Cs,0
0944901001,DECIDE-NUEVECYL,1
0944901001,ESCAÑOS EN BLANCO,0
0944901001,IU-MS-VQ,0
0944901001,MUNDO+JUSTO,0
0944901001,PACMA,0
0944901001,PCAS-TC,0
0944901001,PCTE,0
0944901001,PODEMOS - AV,0
0944901001,PP,44
0944901001,PSOE,9
0944901001,SALF,2
0944901001,VBM,1
0944901001,VOX,18
0945001001,Cs,0
0945001001,DECIDE-NUEVECYL,0
0945001001,ESCAÑOS EN BLANCO,0
0945001001,IU-MS-VQ,0
0945001001,MUNDO+JUSTO,0
0945001001,PACMA,0
0945001001,PCAS-TC,0
0945001001,PCTE,0
0945001001,PODEMOS - AV,0
0945001001,PP,9
0945001001,PSOE,6
0945001001,SALF,0
0945001001,VBM,0
0945001001,VOX,1
0945101001,Cs,1
0945101001,DECIDE-NUEVECYL,0
0945101001,ESCAÑOS EN BLANCO,0
0945101001,IU-MS-VQ,7
0945101001,MUNDO+JUSTO,2
0945101001,PACMA,0
0945101001,PCAS-TC,2
0945101001,PCTE,1
0945101001,PODEMOS - AV,0
0945101001,PP,48
0945101001,PSOE,102
0945101001,SALF,2
0945101001,VBM,12
0945101001,VOX,7
0945401001,Cs,0
0945401001,DECIDE-NUEVECYL,0
0945401001,ESCAÑOS EN BLANCO,0
0945401001,IU-MS-VQ,2
0945401001,MUNDO+JUSTO,1
0945401001,PACMA,0
0945401001,PCAS-TC,2
0945401001,PCTE,0
0945401001,PODEMOS - AV,0
0945401001,PP,10
0945401001,PSOE,6
0945401001,SALF,2
0945401001,VBM,0
0945401001,VOX,8
0945501001,Cs,0
0945501001,DECIDE-NUEVECYL,0
0945501001,ESCAÑOS EN BLANCO,0
0945501001,IU-MS-VQ,0
0945501001,MUNDO+JUSTO,0
0945501001,PACMA,0
0945501001,PCAS-TC,0
0945501001,PCTE,0
0945501001,PODEMOS - AV,0
0945501001,PP,14
0945501001,PSOE,2
0945501001,SALF,0
0945501001,VBM,1
0945501001,VOX,12
0945601001,Cs,1
0945601001,DECIDE-NUEVECYL,0
0945601001,ESCAÑOS EN BLANCO,0
0945601001,IU-MS-VQ,0
0945601001,MUNDO+JUSTO,0
0945601001,PACMA,0
0945601001,PCAS-TC,1
0945601001,PCTE,0
0945601001,PODEMOS - AV,0
0945601001,PP,27
0945601001,PSOE,31
0945601001,SALF,3
0945601001,VBM,0
0945601001,VOX,17
0945801001,Cs,3
0945801001,DECIDE-NUEVECYL,0
0945801001,ESCAÑOS EN BLANCO,4
0945801001,IU-MS-VQ,6
0945801001,MUNDO+JUSTO,0
0945801001,PACMA,6
0945801001,PCAS-TC,1
0945801001,PCTE,0
0945801001,PODEMOS - AV,8
0945801001,PP,111
0945801001,PSOE,113
0945801001,SALF,16
0945801001,VBM,6
0945801001,VOX,100
0946001001,Cs,0
0946001001,DECIDE-NUEVECYL,0
0946001001,ESCAÑOS EN BLANCO,1
0946001001,IU-MS-VQ,2
0946001001,MUNDO+JUSTO,0
0946001001,PACMA,0
0946001001,PCAS-TC,1
0946001001,PCTE,0
0946001001,PODEMOS - AV,3
0946001001,PP,54
0946001001,PSOE,22
0946001001,SALF,1
0946001001,VBM,0
0946001001,VOX,18
0946301001,Cs,1
0946301001,DECIDE-NUEVECYL,0
0946301001,ESCAÑOS EN BLANCO,3
0946301001,IU-MS-VQ,7
0946301001,MUNDO+JUSTO,0
0946301001,PACMA,0
0946301001,PCAS-TC,4
0946301001,PCTE,1
0946301001,PODEMOS - AV,1
0946301001,PP,52
0946301001,PSOE,65
0946301001,SALF,2
0946301001,VBM,1
0946301001,VOX,28
0946401001,Cs,0
0946401001,DECIDE-NUEVECYL,0
0946401001,ESCAÑOS EN BLANCO,0
0946401001,IU-MS-VQ,0
0946401001,MUNDO+JUSTO,0
0946401001,PACMA,1
0946401001,PCAS-TC,0
0946401001,PCTE,0
0946401001,PODEMOS - AV,0
0946401001,PP,8
0946401001,PSOE,7
0946401001,SALF,0
0946401001,VBM,0
0946401001,VOX,6
0946601001,Cs,0
0946601001,DECIDE-NUEVECYL,0
0946601001,ESCAÑOS EN BLANCO,0
0946601001,IU-MS-VQ,0
0946601001,MUNDO+JUSTO,0
0946601001,PACMA,0
0946601001,PCAS-TC,2
0946601001,PCTE,0
0946601001,PODEMOS - AV,0
0946601001,PP,42
0946601001,PSOE,11
0946601001,SALF,0
0946601001,VBM,1
0946601001,VOX,13
0946701001,Cs,0
0946701001,DECIDE-NUEVECYL,0
0946701001,ESCAÑOS EN BLANCO,1
0946701001,IU-MS-VQ,0
0946701001,MUNDO+JUSTO,0
0946701001,PACMA,0
0946701001,PCAS-TC,0
0946701001,PCTE,0
0946701001,PODEMOS - AV,0
0946701001,PP,12
0946701001,PSOE,6
0946701001,SALF,3
0946701001,VBM,0
0946701001,VOX,13
0947101001,Cs,0
0947101001,DECIDE-NUEVECYL,0
0947101001,ESCAÑOS EN BLANCO,2
0947101001,IU-MS-VQ,1
0947101001,MUNDO+JUSTO,0
0947101001,PACMA,1
0947101001,PCAS-TC,1
0947101001,PCTE,1
0947101001,PODEMOS - AV,0
0947101001,PP,41
0947101001,PSOE,42
0947101001,SALF,0
0947101001,VBM,0
0947101001,VOX,26
0947201001,Cs,1
0947201001,DECIDE-NUEVECYL,0
0947201001,ESCAÑOS EN BLANCO,0
0947201001,IU-MS-VQ,0
0947201001,MUNDO+JUSTO,0
0947201001,PACMA,0
0947201001,PCAS-TC,1
0947201001,PCTE,0
0947201001,PODEMOS - AV,0
0947201001,PP,11
0947201001,PSOE,15
0947201001,SALF,0
0947201001,VBM,1
0947201001,VOX,6
0947301001,Cs,0
0947301001,DECIDE-NUEVECYL,0
0947301001,ESCAÑOS EN BLANCO,0
0947301001,IU-MS-VQ,1
0947301001,MUNDO+JUSTO,0
0947301001,PACMA,0
0947301001,PCAS-TC,0
0947301001,PCTE,0
0947301001,PODEMOS - AV,0
0947301001,PP,26
0947301001,PSOE,16
0947301001,SALF,0
0947301001,VBM,1
0947301001,VOX,14
0947601001,Cs,0
0947601001,DECIDE-NUEVECYL,0
0947601001,ESCAÑOS EN BLANCO,0
0947601001,IU-MS-VQ,1
0947601001,MUNDO+JUSTO,0
0947601001,PACMA,0
0947601001,PCAS-TC,0
0947601001,PCTE,0
0947601001,PODEMOS - AV,0
0947601001,PP,22
0947601001,PSOE,14
0947601001,SALF,0
0947601001,VBM,0
0947601001,VOX,4
0947801001,Cs,0
0947801001,DECIDE-NUEVECYL,0
0947801001,ESCAÑOS EN BLANCO,0
0947801001,IU-MS-VQ,0
0947801001,MUNDO+JUSTO,1
0947801001,PACMA,0
0947801001,PCAS-TC,1
0947801001,PCTE,0
0947801001,PODEMOS - AV,1
0947801001,PP,10
0947801001,PSOE,15
0947801001,SALF,0
0947801001,VBM,0
0947801001,VOX,1
0948001001,Cs,0
0948001001,DECIDE-NUEVECYL,1
0948001001,ESCAÑOS EN BLANCO,0
0948001001,IU-MS-VQ,1
0948001001,MUNDO+JUSTO,0
0948001001,PACMA,0
0948001001,PCAS-TC,0
0948001001,PCTE,0
0948001001,PODEMOS - AV,0
0948001001,PP,29
0948001001,PSOE,26
0948001001,SALF,0
0948001001,VBM,0
0948001001,VOX,19
0948201001,Cs,0
0948201001,DECIDE-NUEVECYL,0
0948201001,ESCAÑOS EN BLANCO,0
0948201001,IU-MS-VQ,0
0948201001,MUNDO+JUSTO,0
0948201001,PACMA,0
0948201001,PCAS-TC,0
0948201001,PCTE,0
0948201001,PODEMOS - AV,0
0948201001,PP,13
0948201001,PSOE,3
0948201001,SALF,0
0948201001,VBM,0
0948201001,VOX,7
0948301001,Cs,0
0948301001,DECIDE-NUEVECYL,1
0948301001,ESCAÑOS EN BLANCO,0
0948301001,IU-MS-VQ,2
0948301001,MUNDO+JUSTO,0
0948301001,PACMA,1
0948301001,PCAS-TC,2
0948301001,PCTE,0
0948301001,PODEMOS - AV,1
0948301001,PP,45
0948301001,PSOE,46
0948301001,SALF,1
0948301001,VBM,2
0948301001,VOX,25
0948501001,Cs,1
0948501001,DECIDE-NUEVECYL,0
0948501001,ESCAÑOS EN BLANCO,0
0948501001,IU-MS-VQ,0
0948501001,MUNDO+JUSTO,0
0948501001,PACMA,0
0948501001,PCAS-TC,0
0948501001,PCTE,0
0948501001,PODEMOS - AV,0
0948501001,PP,23
0948501001,PSOE,2
0948501001,SALF,1
0948501001,VBM,0
0948501001,VOX,14
0990101001,Cs,1
0990101001,DECIDE-NUEVECYL,0
0990101001,ESCAÑOS EN BLANCO,1
0990101001,IU-MS-VQ,5
0990101001,MUNDO+JUSTO,0
0990101001,PACMA,1
0990101001,PCAS-TC,1
0990101001,PCTE,0
0990101001,PODEMOS - AV,2
0990101001,PP,91
0990101001,PSOE,53
0990101001,SALF,1
0990101001,VBM,4
0990101001,VOX,20
0990201001,Cs,0
0990201001,DECIDE-NUEVECYL,1
0990201001,ESCAÑOS EN BLANCO,2
0990201001,IU-MS-VQ,5
0990201001,MUNDO+JUSTO,1
0990201001,PACMA,2
0990201001,PCAS-TC,8
0990201001,PCTE,1
0990201001,PODEMOS - AV,5
0990201001,PP,95
0990201001,PSOE,68
0990201001,SALF,17
0990201001,VBM,4
0990201001,VOX,54
0990301001,Cs,1
0990301001,DECIDE-NUEVECYL,0
0990301001,ESCAÑOS EN BLANCO,2
0990301001,IU-MS-VQ,7
0990301001,MUNDO+JUSTO,0
0990301001,PACMA,5
0990301001,PCAS-TC,0
0990301001,PCTE,0
0990301001,PODEMOS - AV,4
0990301001,PP,237
0990301001,PSOE,174
0990301001,SALF,10
0990301001,VBM,12
0990301001,VOX,137
0990301002,Cs,2
0990301002,DECIDE-NUEVECYL,1
0990301002,ESCAÑOS EN BLANCO,5
0990301002,IU-MS-VQ,7
0990301002,MUNDO+JUSTO,0
0990301002,PACMA,7
0990301002,PCAS-TC,2
0990301002,PCTE,3
0990301002,PODEMOS - AV,6
0990301002,PP,226
0990301002,PSOE,260
0990301002,SALF,6
0990301002,VBM,12
0990301002,VOX,177
0990301003,Cs,1
0990301003,DECIDE-NUEVECYL,0
0990301003,ESCAÑOS EN BLANCO,2
0990301003,IU-MS-VQ,6
0990301003,MUNDO+JUSTO,0
0990301003,PACMA,4
0990301003,PCAS-TC,0
0990301003,PCTE,1
0990301003,PODEMOS - AV,3
0990301003,PP,173
0990301003,PSOE,139
0990301003,SALF,10
0990301003,VBM,24
0990301003,VOX,125
0990401001,Cs,0
0990401001,DECIDE-NUEVECYL,1
0990401001,ESCAÑOS EN BLANCO,5
0990401001,IU-MS-VQ,3
0990401001,MUNDO+JUSTO,1
0990401001,PACMA,2
0990401001,PCAS-TC,0
0990401001,PCTE,2
0990401001,PODEMOS - AV,0
0990401001,PP,121
0990401001,PSOE,104
0990401001,SALF,6
0990401001,VBM,2
0990401001,VOX,73
0990501001,Cs,1
0990501001,DECIDE-NUEVECYL,1
0990501001,ESCAÑOS EN BLANCO,1
0990501001,IU-MS-VQ,12
0990501001,MUNDO+JUSTO,0
0990501001,PACMA,1
0990501001,PCAS-TC,2
0990501001,PCTE,0
0990501001,PODEMOS - AV,12
0990501001,PP,65
0990501001,PSOE,95
0990501001,SALF,6
0990501001,VBM,8
0990501001,VOX,42
0990601001,Cs,5
0990601001,DECIDE-NUEVECYL,0
0990601001,ESCAÑOS EN BLANCO,3
0990601001,IU-MS-VQ,24
0990601001,MUNDO+JUSTO,1
0990601001,PACMA,2
0990601001,PCAS-TC,3
0990601001,PCTE,1
0990601001,PODEMOS - AV,7
0990601001,PP,299
0990601001,PSOE,200
0990601001,SALF,16
0990601001,VBM,9
0990601001,VOX,228
0990701001,Cs,7
0990701001,DECIDE-NUEVECYL,1
0990701001,ESCAÑOS EN BLANCO,6
0990701001,IU-MS-VQ,23
0990701001,MUNDO+JUSTO,1
0990701001,PACMA,12
0990701001,PCAS-TC,8
0990701001,PCTE,2
0990701001,PODEMOS - AV,8
0990701001,PP,286
0990701001,PSOE,337
0990701001,SALF,34
0990701001,VBM,44
0990701001,VOX,284
0990801001,Cs,0
0990801001,DECIDE-NUEVECYL,1
0990801001,ESCAÑOS EN BLANCO,0
0990801001,IU-MS-VQ,4
0990801001,MUNDO+JUSTO,0
0990801001,PACMA,1
0990801001,PCAS-TC,2
0990801001,PCTE,0
0990801001,PODEMOS - AV,3
0990801001,PP,74
0990801001,PSOE,72
0990801001,SALF,3
0990801001,VBM,2
0990801001,VOX,65
0999099001,Cs,30
0999099001,DECIDE-NUEVECYL,5
0999099001,ESCAÑOS EN BLANCO,9
0999099001,IU-MS-VQ,64
0999099001,MUNDO+JUSTO,21
0999099001,PACMA,40
0999099001,PCAS-TC,12
0999099001,PCTE,7
0999099001,PODEMOS - AV,50
0999099001,PP,481
0999099001,PSOE,557
0999099001,SALF,21
0999099001,VBM,24
0999099001,VOX,298
0999099002,Cs,0
0999099002,DECIDE-NUEVECYL,0
0999099002,ESCAÑOS EN BLANCO,0
0999099002,IU-MS-VQ,0
0999099002,MUNDO+JUSTO,0
0999099002,PACMA,0
0999099002,PCAS-TC,0
0999099002,PCTE,0
0999099002,PODEMOS - AV,0
0999099002,PP,0
0999099002,PSOE,0
0999099002,SALF,0
0999099002,VBM,0
0999099002,VOX,0
2400101001,C. Bierzo,0
2400101001,Cs,0
2400101001,ESCAÑOS EN BLANCO,0
2400101001,IU-MS-VQ,1
2400101001,NUEVECYL,0
2400101001,P. ALANTRE,0
2400101001,PACMA,0
2400101001,PCAS-TC,0
2400101001,PCTE,0
2400101001,PODEMOS - AV,0
2400101001,PP,30
2400101001,PREPAL,0
2400101001,PSOE,15
2400101001,SALF,0
2400101001,U.P.L.,19
2400101001,VOX,16
2400201001,C. Bierzo,0
2400201001,Cs,0
2400201001,ESCAÑOS EN BLANCO,0
2400201001,IU-MS-VQ,0
2400201001,NUEVECYL,0
2400201001,P. ALANTRE,0
2400201001,PACMA,0
2400201001,PCAS-TC,0
2400201001,PCTE,0
2400201001,PODEMOS - AV,0
2400201001,PP,36
2400201001,PREPAL,0
2400201001,PSOE,50
2400201001,SALF,2
2400201001,U.P.L.,25
2400201001,VOX,39
2400301001,C. Bierzo,0
2400301001,Cs,1
2400301001,ESCAÑOS EN BLANCO,0
2400301001,IU-MS-VQ,0
2400301001,NUEVECYL,0
2400301001,P. ALANTRE,0
2400301001,PACMA,1
2400301001,PCAS-TC,0
2400301001,PCTE,0
2400301001,PODEMOS - AV,2
2400301001,PP,115
2400301001,PREPAL,0
2400301001,PSOE,67
2400301001,SALF,0
2400301001,U.P.L.,44
2400301001,VOX,65
2400401001,C. Bierzo,0
2400401001,Cs,0
2400401001,ESCAÑOS EN BLANCO,0
2400401001,IU-MS-VQ,3
2400401001,NUEVECYL,0
2400401001,P. ALANTRE,0
2400401001,PACMA,0
