Comarca código,Comarca nombre,Municipio código,Municipio nombre,Provincia código,Provincia nombre
22,Campo de Belchite,50023,Almonacid de la Cuba,50,Zaragoza
22,Campo de Belchite,50039,Azuara,50,Zaragoza
22,Campo de Belchite,50045,Belchite,50,Zaragoza
22,Campo de Belchite,50085,Codo,50,Zaragoza
22,Campo de Belchite,50114,Fuendetodos,50,Zaragoza
22,Campo de Belchite,50133,Lagata,50,Zaragoza
22,Campo de Belchite,50136,Lécera,50,Zaragoza
22,Campo de Belchite,50139,Letux,50,Zaragoza
22,Campo de Belchite,50171,Moneva,50,Zaragoza
22,Campo de Belchite,50179,Moyuela,50,Zaragoza
22,Campo de Belchite,50213,Plenas,50,Zaragoza
22,Campo de Belchite,50218,Puebla de Albortón,50,Zaragoza
22,Campo de Belchite,50233,Samper del Salz,50,Zaragoza
22,Campo de Belchite,50275,Valmadrid,50,Zaragoza
23,Bajo Martín,44008,Albalate del Arzobispo,44,Teruel
23,Bajo Martín,44031,Azaila,44,Teruel
23,Bajo Martín,44067,Castelnou,44,Teruel
23,Bajo Martín,44122,Híjar,44,Teruel
23,Bajo Martín,44129,Jatiel,44,Teruel
23,Bajo Martín,44191,Puebla de Híjar (La),44,Teruel
23,Bajo Martín,44205,Samper de Calanda,44,Teruel
23,Bajo Martín,44237,Urrea de Gaén,44,Teruel
23,Bajo Martín,44265,Vinaceite,44,Teruel
24,Campo de Daroca,50002,Acered,50,Zaragoza
24,Campo de Daroca,50016,Aldehuela de Liestos,50,Zaragoza
24,Campo de Daroca,50028,Anento,50,Zaragoza
24,Campo de Daroca,50037,Atea,50,Zaragoza
24,Campo de Daroca,50040,Badules,50,Zaragoza
24,Campo de Daroca,50042,Balconchán,50,Zaragoza
24,Campo de Daroca,50048,Berrueco,50,Zaragoza
24,Campo de Daroca,50080,Cerveruela,50,Zaragoza
24,Campo de Daroca,50090,Cubel,50,Zaragoza
24,Campo de Daroca,50091,Cuerlas (Las),50,Zaragoza
24,Campo de Daroca,50094,Daroca,50,Zaragoza
24,Campo de Daroca,50108,Fombuena,50,Zaragoza
24,Campo de Daroca,50117,Gallocanta,50,Zaragoza
24,Campo de Daroca,50124,Herrera de los Navarros,50,Zaragoza
24,Campo de Daroca,50134,Langa del Castillo,50,Zaragoza
24,Campo de Daroca,50138,Lechón,50,Zaragoza
24,Campo de Daroca,50149,Luesma,50,Zaragoza
24,Campo de Daroca,50154,Mainar,50,Zaragoza
24,Campo de Daroca,50161,Manchones,50,Zaragoza
24,Campo de Daroca,50184,Murero,50,Zaragoza
24,Campo de Daroca,50188,Nombrevilla,50,Zaragoza
24,Campo de Daroca,50195,Orcajo,50,Zaragoza
24,Campo de Daroca,50224,Retascón,50,Zaragoza
24,Campo de Daroca,50227,Romanos,50,Zaragoza
24,Campo de Daroca,50239,Santed,50,Zaragoza
24,Campo de Daroca,50256,Torralba de los Frailes,50,Zaragoza
24,Campo de Daroca,50258,Torralbilla,50,Zaragoza
24,Campo de Daroca,50271,Used,50,Zaragoza
24,Campo de Daroca,50273,Valdehorna,50,Zaragoza
24,Campo de Daroca,50274,Val de San Martín,50,Zaragoza
24,Campo de Daroca,50283,Villadoz,50,Zaragoza
24,Campo de Daroca,50289,Villanueva de Jiloca,50,Zaragoza
24,Campo de Daroca,50291,Villar de los Navarros,50,Zaragoza
24,Campo de Daroca,50292,Villarreal de Huerva,50,Zaragoza
24,Campo de Daroca,50294,Villarroya del Campo,50,Zaragoza
25,Jiloca,44023,Allueva,44,Teruel
25,Jiloca,44032,Bádenas,44,Teruel
25,Jiloca,44033,Báguena,44,Teruel
25,Jiloca,44034,Bañón,44,Teruel
25,Jiloca,44035,Barrachina,44,Teruel
25,Jiloca,44036,Bea,44,Teruel
25,Jiloca,44039,Bello,44,Teruel
25,Jiloca,44042,Blancas,44,Teruel
25,Jiloca,44046,Bueña,44,Teruel
25,Jiloca,44047,Burbáguena,44,Teruel
25,Jiloca,44050,Calamocha,44,Teruel
25,Jiloca,44056,Caminreal,44,Teruel
25,Jiloca,44065,Castejón de Tornos,44,Teruel
25,Jiloca,44085,Cosa,44,Teruel
25,Jiloca,44090,Cucalón,44,Teruel
25,Jiloca,44101,Ferreruela de Huerva,44,Teruel
25,Jiloca,44102,Fonfría,44,Teruel
25,Jiloca,44112,Fuentes Claras,44,Teruel
25,Jiloca,44132,Lagueruela,44,Teruel
25,Jiloca,44133,Lanzuela,44,Teruel
25,Jiloca,44138,Loscos,44,Teruel
25,Jiloca,44152,Monforte de Moyuela,44,Teruel
25,Jiloca,44153,Monreal del Campo,44,Teruel
25,Jiloca,44164,Nogueras,44,Teruel
25,Jiloca,44168,Odón,44,Teruel
25,Jiloca,44169,Ojos Negros,44,Teruel
25,Jiloca,44180,Peracense,44,Teruel
25,Jiloca,44190,Pozuel del Campo,44,Teruel
25,Jiloca,44200,Rubielos de la Cérida,44,Teruel
25,Jiloca,44207,San Martín del Río,44,Teruel
25,Jiloca,44208,Santa Cruz de Nogueras,44,Teruel
25,Jiloca,44213,Singra,44,Teruel
25,Jiloca,44219,Tornos,44,Teruel
25,Jiloca,44220,Torralba de los Sisones,44,Teruel
25,Jiloca,44222,Torrecilla del Rebollar,44,Teruel
25,Jiloca,44227,Torre los Negros,44,Teruel
25,Jiloca,44232,Torrijo del Campo,44,Teruel
25,Jiloca,44251,Villafranca del Campo,44,Teruel
25,Jiloca,44252,Villahermosa del Campo,44,Teruel
25,Jiloca,44258,Villar del Salz,44,Teruel
26,Cuencas Mineras,44011,Alcaine,44,Teruel
26,Cuencas Mineras,44017,Aliaga,44,Teruel
26,Cuencas Mineras,44024,Anadón,44,Teruel
26,Cuencas Mineras,44043,Blesa,44,Teruel
26,Cuencas Mineras,44063,Cañizar del Olivar,44,Teruel
26,Cuencas Mineras,44066,Castel de Cabra,44,Teruel
26,Cuencas Mineras,44084,Cortes de Aragón,44,Teruel
26,Cuencas Mineras,44093,Cuevas de Almudén,44,Teruel
26,Cuencas Mineras,44099,Escucha,44,Teruel
26,Cuencas Mineras,44110,Fuenferrada,44,Teruel
26,Cuencas Mineras,44123,Hinojosa de Jarque,44,Teruel
26,Cuencas Mineras,44124,Hoz de la Vieja (La),44,Teruel
26,Cuencas Mineras,44125,Huesa del Común,44,Teruel
26,Cuencas Mineras,44128,Jarque de la Val,44,Teruel
26,Cuencas Mineras,44131,Josa,44,Teruel
26,Cuencas Mineras,44142,Maicas,44,Teruel
26,Cuencas Mineras,44144,Martín del Río,44,Teruel
26,Cuencas Mineras,44148,Mezquita de Jarque,44,Teruel
26,Cuencas Mineras,44155,Montalbán,44,Teruel
26,Cuencas Mineras,44161,Muniesa,44,Teruel
26,Cuencas Mineras,44167,Obón,44,Teruel
26,Cuencas Mineras,44176,Palomar de Arroyos,44,Teruel
26,Cuencas Mineras,44184,Plou,44,Teruel
26,Cuencas Mineras,44203,Salcedillo,44,Teruel
26,Cuencas Mineras,44211,Segura de los Baños,44,Teruel
26,Cuencas Mineras,44224,Torre de las Arcas,44,Teruel
26,Cuencas Mineras,44238,Utrillas,44,Teruel
26,Cuencas Mineras,44256,Villanueva del Rebollar de la Sierra,44,Teruel
26,Cuencas Mineras,44267,Vivel del Río Martín,44,Teruel
26,Cuencas Mineras,44268,Zoma (La),44,Teruel
27,Andorra-Sierra de Arcos,44006,Alacón,44,Teruel
27,Andorra-Sierra de Arcos,44022,Alloza,44,Teruel
27,Andorra-Sierra de Arcos,44025,Andorra,44,Teruel
27,Andorra-Sierra de Arcos,44029,Ariño,44,Teruel
27,Andorra-Sierra de Arcos,44087,Crivillén,44,Teruel
27,Andorra-Sierra de Arcos,44096,Ejulve,44,Teruel
27,Andorra-Sierra de Arcos,44100,Estercuel,44,Teruel
27,Andorra-Sierra de Arcos,44116,Gargallo,44,Teruel
27,Andorra-Sierra de Arcos,44172,Oliete,44,Teruel
28,Bajo Aragón,44004,Aguaviva,44,Teruel
28,Bajo Aragón,44013,Alcañiz,44,Teruel
28,Bajo Aragón,44014,Alcorisa,44,Teruel
28,Bajo Aragón,44038,Belmonte de San José,44,Teruel
28,Bajo Aragón,44040,Berge,44,Teruel
28,Bajo Aragón,44051,Calanda,44,Teruel
28,Bajo Aragón,44061,Cañada de Verich (La),44,Teruel
28,Bajo Aragón,44068,Castelserás,44,Teruel
28,Bajo Aragón,44077,Cerollera (La),44,Teruel
28,Bajo Aragón,44080,Codoñera (La),44,Teruel
28,Bajo Aragón,44107,Foz-Calanda,44,Teruel
28,Bajo Aragón,44118,Ginebrosa (La),44,Teruel
28,Bajo Aragón,44145,Mas de las Matas,44,Teruel
28,Bajo Aragón,44146,Mata de los Olmos (La),44,Teruel
28,Bajo Aragón,44173,Olmos (Los),44,Teruel
28,Bajo Aragón,44178,Parras de Castellote (Las),44,Teruel
28,Bajo Aragón,44212,Seno,44,Teruel
28,Bajo Aragón,44221,Torrecilla de Alcañiz,44,Teruel
28,Bajo Aragón,44230,Torrevelilla,44,Teruel
28,Bajo Aragón,44241,Valdealgorfa,44,Teruel
29,Comunidad de Teruel,44001,Ababuj,44,Teruel
29,Comunidad de Teruel,44003,Aguatón,44,Teruel
29,Comunidad de Teruel,44005,Aguilar del Alfambra,44,Teruel
29,Comunidad de Teruel,44007,Alba,44,Teruel
29,Comunidad de Teruel,44016,Alfambra,44,Teruel
29,Comunidad de Teruel,44018,Almohaja,44,Teruel
29,Comunidad de Teruel,44019,Alobras,44,Teruel
29,Comunidad de Teruel,44020,Alpeñés,44,Teruel
29,Comunidad de Teruel,44028,Argente,44,Teruel
29,Comunidad de Teruel,44053,Camañas,44,Teruel
29,Comunidad de Teruel,44055,Camarillas,44,Teruel
29,Comunidad de Teruel,44062,Cañada Vellida,44,Teruel
29,Comunidad de Teruel,44064,Cascante del Río,44,Teruel
29,Comunidad de Teruel,44074,Cedrillas,44,Teruel
29,Comunidad de Teruel,44075,Celadas,44,Teruel
29,Comunidad de Teruel,44076,Cella,44,Teruel
29,Comunidad de Teruel,44082,Corbalán,44,Teruel
29,Comunidad de Teruel,44089,Cubla,44,Teruel
29,Comunidad de Teruel,44092,Cuervo (El),44,Teruel
29,Comunidad de Teruel,44094,Cuevas Labradas,44,Teruel
29,Comunidad de Teruel,44097,Escorihuela,44,Teruel
29,Comunidad de Teruel,44111,Fuentes Calientes,44,Teruel
29,Comunidad de Teruel,44115,Galve,44,Teruel
29,Comunidad de Teruel,44130,Jorcas,44,Teruel
29,Comunidad de Teruel,44135,Libros,44,Teruel
29,Comunidad de Teruel,44136,Lidón,44,Teruel
29,Comunidad de Teruel,44156,Monteagudo del Castillo,44,Teruel
29,Comunidad de Teruel,44175,Orrios,44,Teruel
29,Comunidad de Teruel,44177,Pancrudo,44,Teruel
29,Comunidad de Teruel,44181,Peralejos,44,Teruel
29,Comunidad de Teruel,44182,Perales del Alfambra,44,Teruel
29,Comunidad de Teruel,44185,Pobo (El),44,Teruel
29,Comunidad de Teruel,44195,Rillo,44,Teruel
29,Comunidad de Teruel,44196,Riodeva,44,Teruel
29,Comunidad de Teruel,44209,Santa Eulalia,44,Teruel
29,Comunidad de Teruel,44216,Teruel,44,Teruel
29,Comunidad de Teruel,44218,Tormón,44,Teruel
29,Comunidad de Teruel,44226,Torrelacárcel,44,Teruel
29,Comunidad de Teruel,44228,Torremocha de Jiloca,44,Teruel
29,Comunidad de Teruel,44234,Tramacastiel,44,Teruel
29,Comunidad de Teruel,44239,Valacloche,44,Teruel
29,Comunidad de Teruel,44250,Veguillas de la Sierra,44,Teruel
29,Comunidad de Teruel,44261,Villarquemado,44,Teruel
29,Comunidad de Teruel,44263,Villastar,44,Teruel
29,Comunidad de Teruel,44264,Villel,44,Teruel
29,Comunidad de Teruel,44266,Visiedo,44,Teruel
30,Maestrazgo,44021,Allepuz,44,Teruel
30,Maestrazgo,44044,Bordón,44,Teruel
30,Maestrazgo,44059,Cantavieja,44,Teruel
30,Maestrazgo,44060,Cañada de Benatanduz,44,Teruel
30,Maestrazgo,44071,Castellote,44,Teruel
30,Maestrazgo,44088,Cuba (La),44,Teruel
30,Maestrazgo,44106,Fortanete,44,Teruel
30,Maestrazgo,44126,Iglesuela del Cid (La),44,Teruel
30,Maestrazgo,44149,Mirambel,44,Teruel
30,Maestrazgo,44150,Miravete de la Sierra,44,Teruel
30,Maestrazgo,44151,Molinos,44,Teruel
30,Maestrazgo,44183,Pitarque,44,Teruel
30,Maestrazgo,44236,Tronchón,44,Teruel
30,Maestrazgo,44260,Villarluengo,44,Teruel
30,Maestrazgo,44262,Villarroya de los Pinares,44,Teruel
31,Sierra de Albarracín,44009,Albarracín,44,Teruel
31,Sierra de Albarracín,44041,Bezas,44,Teruel
31,Sierra de Albarracín,44045,Bronchales,44,Teruel
31,Sierra de Albarracín,44052,Calomarde,44,Teruel
31,Sierra de Albarracín,44109,Frías de Albarracín,44,Teruel
31,Sierra de Albarracín,44117,Gea de Albarracín,44,Teruel
31,Sierra de Albarracín,44119,Griegos,44,Teruel
31,Sierra de Albarracín,44120,Guadalaviar,44,Teruel
31,Sierra de Albarracín,44127,Jabaloyas,44,Teruel
31,Sierra de Albarracín,44157,Monterde de Albarracín,44,Teruel
31,Sierra de Albarracín,44159,Moscardón,44,Teruel
31,Sierra de Albarracín,44163,Noguera de Albarracín,44,Teruel
31,Sierra de Albarracín,44174,Orihuela del Tremedal,44,Teruel
31,Sierra de Albarracín,44189,Pozondón,44,Teruel
31,Sierra de Albarracín,44197,Ródenas,44,Teruel
31,Sierra de Albarracín,44198,Royuela,44,Teruel
31,Sierra de Albarracín,44199,Rubiales,44,Teruel
31,Sierra de Albarracín,44204,Saldón,44,Teruel
31,Sierra de Albarracín,44215,Terriente,44,Teruel
31,Sierra de Albarracín,44217,Toril y Masegoso,44,Teruel
31,Sierra de Albarracín,44229,Torres de Albarracín,44,Teruel
31,Sierra de Albarracín,44235,Tramacastilla,44,Teruel
31,Sierra de Albarracín,44243,Valdecuenca,44,Teruel
31,Sierra de Albarracín,44249,Vallecillo (El),44,Teruel
31,Sierra de Albarracín,44257,Villar del Cobo,44,Teruel
32,Gúdar-Javalambre,44002,Abejuela,44,Teruel
32,Gúdar-Javalambre,44010,Albentosa,44,Teruel
32,Gúdar-Javalambre,44012,Alcalá de la Selva,44,Teruel
32,Gúdar-Javalambre,44026,Arcos de las Salinas,44,Teruel
32,Gúdar-Javalambre,44048,Cabra de Mora,44,Teruel
32,Gúdar-Javalambre,44054,Camarena de la Sierra,44,Teruel
32,Gúdar-Javalambre,44070,Castellar (El),44,Teruel
32,Gúdar-Javalambre,44103,Formiche Alto,44,Teruel
32,Gúdar-Javalambre,44113,Fuentes de Rubielos,44,Teruel
32,Gúdar-Javalambre,44121,Gúdar,44,Teruel
32,Gúdar-Javalambre,44137,Linares de Mora,44,Teruel
32,Gúdar-Javalambre,44143,Manzanera,44,Teruel
32,Gúdar-Javalambre,44158,Mora de Rubielos,44,Teruel
32,Gúdar-Javalambre,44160,Mosqueruela,44,Teruel
32,Gúdar-Javalambre,44165,Nogueruelas,44,Teruel
32,Gúdar-Javalambre,44171,Olba,44,Teruel
32,Gúdar-Javalambre,44192,Puebla de Valverde (La),44,Teruel
32,Gúdar-Javalambre,44193,Puertomingalvo,44,Teruel
32,Gúdar-Javalambre,44201,Rubielos de Mora,44,Teruel
32,Gúdar-Javalambre,44206,San Agustín,44,Teruel
32,Gúdar-Javalambre,44210,Sarrión,44,Teruel
32,Gúdar-Javalambre,44231,Torrijas,44,Teruel
32,Gúdar-Javalambre,44240,Valbona,44,Teruel
32,Gúdar-Javalambre,44244,Valdelinares,44,Teruel
33,Matarraña / Matarranya,44027,Arens de Lledó,44,Teruel
33,Matarraña / Matarranya,44037,Beceite,44,Teruel
33,Matarraña / Matarranya,44049,Calaceite,44,Teruel
33,Matarraña / Matarranya,44086,Cretas,44,Teruel
33,Matarraña / Matarranya,44105,Fórnoles,44,Teruel
33,Matarraña / Matarranya,44108,Fresneda (La),44,Teruel
33,Matarraña / Matarranya,44114,Fuentespalda,44,Teruel
33,Matarraña / Matarranya,44141,Lledó,44,Teruel
33,Matarraña / Matarranya,44147,Mazaleón,44,Teruel
33,Matarraña / Matarranya,44154,Monroyo,44,Teruel
33,Matarraña / Matarranya,44179,Peñarroya de Tastavins,44,Teruel
33,Matarraña / Matarranya,44187,Portellada (La),44,Teruel
33,Matarraña / Matarranya,44194,Ráfales,44,Teruel
33,Matarraña / Matarranya,44223,Torre de Arcas,44,Teruel
33,Matarraña / Matarranya,44225,Torre del Compte,44,Teruel
33,Matarraña / Matarranya,44245,Valdeltormo,44,Teruel
33,Matarraña / Matarranya,44246,Valderrobres,44,Teruel
33,Matarraña / Matarranya,44247,Valjunquera,44,Teruel
