CUSEC_KEY,CUMUN,NMUN,CPRO,NPRO,POP_2025,district_id
4410301001,44103,Formiche Alto,44,Teruel,158,13
4410501001,44105,Fórnoles,44,Teruel,75,17
4410601001,44106,Fortanete,44,Teruel,194,13
4410701001,44107,Foz-Calanda,44,Teruel,280,17
4410801001,44108,"Fresneda, La",44,Teruel,460,17
4410901001,44109,Frías de Albarracín,44,Teruel,109,15
4411001001,44110,Fuenferrada,44,Teruel,38,16
4411101001,44111,Fuentes Calientes,44,Teruel,89,12
4411201001,44112,Fuentes Claras,44,Teruel,427,16
4411301001,44113,Fuentes de Rubielos,44,Teruel,146,15
4411401001,44114,Fuentespalda,44,Teruel,306,17
4411501001,44115,Galve,44,Teruel,148,12
4411601001,44116,Gargallo,44,Teruel,87,12
4411701001,44117,Gea de Albarracín,44,Teruel,458,15
4411801001,44118,"Ginebrosa, La",44,Teruel,188,17
4411901001,44119,Griegos,44,Teruel,152,15
4412001001,44120,Guadalaviar,44,Teruel,240,15
4412101001,44121,Gúdar,44,Teruel,73,15
4412201001,44122,Híjar,44,Teruel,765,12
4412301001,44123,Hinojosa de Jarque,44,Teruel,104,12
4412401001,44124,"Hoz de la Vieja, La",44,Teruel,85,12
4412501001,44125,Huesa del Común,44,Teruel,55,16
4412601001,44126,"Iglesuela del Cid, La",44,Teruel,356,15
4412701001,44127,Jabaloyas,44,Teruel,66,15
4412801001,44128,Jarque de la Val,44,Teruel,66,12
4412901001,44129,Jatiel,44,Teruel,48,14
4413001001,44130,Jorcas,44,Teruel,42,13
4413101001,44131,Josa,44,Teruel,34,16
4413201001,44132,Lagueruela,44,Teruel,71,16
4413301001,44133,Lanzuela,44,Teruel,24,16
4413501001,44135,Libros,44,Teruel,102,15
4413601001,44136,Lidón,44,Teruel,56,16
4413701001,44137,Linares de Mora,44,Teruel,243,15
4413801001,44138,Loscos,44,Teruel,121,16
4414101001,44141,Lledó,44,Teruel,164,17
4414201001,44142,Maicas,44,Teruel,35,12
4414301001,44143,Manzanera,44,Teruel,530,15
4414401001,44144,Martín del Río,44,Teruel,367,12
4414501001,44145,Mas de las Matas,44,Teruel,1226,17
4414601001,44146,"Mata de los Olmos, La",44,Teruel,261,12
4414701001,44147,Mazaleón,44,Teruel,472,14
4414801001,44148,Mezquita de Jarque,44,Teruel,83,12
4414901001,44149,Mirambel,44,Teruel,110,15
4415001001,44150,Miravete de la Sierra,44,Teruel,31,12
4415101001,44151,Molinos,44,Teruel,233,17
4415201001,44152,Monforte de Moyuela,44,Teruel,83,16
4415301001,44153,Monreal del Campo,44,Teruel,1363,16
4415301002,44153,Monreal del Campo,44,Teruel,1217,16
4415401001,44154,Monroyo,44,Teruel,327,17
4415501001,44155,Montalbán,44,Teruel,1161,12
4415601001,44156,Monteagudo del Castillo,44,Teruel,42,15
4415701001,44157,Monterde de Albarracín,44,Teruel,62,15
4415801001,44158,Mora de Rubielos,44,Teruel,1755,15
4415901001,44159,Moscardón,44,Teruel,63,15
4416001001,44160,Mosqueruela,44,Teruel,562,15
4416101001,44161,Muniesa,44,Teruel,580,16
4416301001,44163,Noguera de Albarracín,44,Teruel,131,15
4416401001,44164,Nogueras,44,Teruel,36,16
4416501001,44165,Nogueruelas,44,Teruel,188,15
4416701001,44167,Obón,44,Teruel,34,16
4416801001,44168,Odón,44,Teruel,194,16
4416901001,44169,Ojos Negros,44,Teruel,321,16
4417101001,44171,Olba,44,Teruel,286,15
4417201001,44172,Oliete,44,Teruel,354,12
4417301001,44173,"Olmos, Los",44,Teruel,113,12
4417401001,44174,Orihuela del Tremedal,44,Teruel,450,16
4417501001,44175,Orrios,44,Teruel,114,12
4417601001,44176,Palomar de Arroyos,44,Teruel,166,12
4417701001,44177,Pancrudo,44,Teruel,118,12
4417801001,44178,"Parras de Castellote, Las",44,Teruel,57,15
4417901001,44179,Peñarroya de Tastavins,44,Teruel,470,17
4418001001,44180,Peracense,44,Teruel,67,16
4418101001,44181,Peralejos,44,Teruel,91,13
4418201001,44182,Perales del Alfambra,44,Teruel,291,12
4418301001,44183,Pitarque,44,Teruel,61,15
4418401001,44184,Plou,44,Teruel,43,16
4418501001,44185,"Pobo, El",44,Teruel,97,13
4418701001,44187,"Portellada, La",44,Teruel,250,17
4418901001,44189,Pozondón,44,Teruel,53,16
4419001001,44190,Pozuel del Campo,44,Teruel,76,16
4419101001,44191,"Puebla de Híjar, La",44,Teruel,934,14
4419201001,44192,"Puebla de Valverde, La",44,Teruel,483,15
4419301001,44193,Puertomingalvo,44,Teruel,135,15
4419401001,44194,Ráfales,44,Teruel,147,17
4419501001,44195,Rillo,44,Teruel,94,16
4419601001,44196,Riodeva,44,Teruel,113,15
4419701001,44197,Ródenas,44,Teruel,57,16
4419801001,44198,Royuela,44,Teruel,228,15
4419901001,44199,Rubiales,44,Teruel,43,13
4420001001,44200,Rubielos de la Cérida,44,Teruel,20,16
4420101001,44201,Rubielos de Mora,44,Teruel,610,15
4420301001,44203,Salcedillo,44,Teruel,14,16
4420401001,44204,Saldón,44,Teruel,32,15
4420501001,44205,Samper de Calanda,44,Teruel,733,14
4420601001,44206,San Agustín,44,Teruel,131,15
4420701001,44207,San Martín del Río,44,Teruel,137,16
4420801001,44208,Santa Cruz de Nogueras,44,Teruel,25,16
4420901001,44209,Santa Eulalia,44,Teruel,1004,16
4421001001,44210,Sarrión,44,Teruel,1260,15
4421101001,44211,Segura de los Baños,44,Teruel,55,16
4421201001,44212,Seno,44,Teruel,39,15
4421301001,44213,Singra,44,Teruel,76,16
4421501001,44215,Terriente,44,Teruel,194,15
4421601001,44216,Teruel,44,Teruel,1703,13
4421601002,44216,Teruel,44,Teruel,1915,13
4421602001,44216,Teruel,44,Teruel,2005,13
4421602002,44216,Teruel,44,Teruel,1030,13
4421602003,44216,Teruel,44,Teruel,1534,13
4421602004,44216,Teruel,44,Teruel,1499,13
4421602005,44216,Teruel,44,Teruel,1503,13
4421602006,44216,Teruel,44,Teruel,2120,13
4421602007,44216,Teruel,44,Teruel,1054,13
4421603001,44216,Teruel,44,Teruel,1460,11
4421603002,44216,Teruel,44,Teruel,1861,11
4421603003,44216,Teruel,44,Teruel,1478,11
4421603004,44216,Teruel,44,Teruel,1606,13
4421603005,44216,Teruel,44,Teruel,1715,11
4421603006,44216,Teruel,44,Teruel,1919,11
4421603007,44216,Teruel,44,Teruel,1508,11
4421603008,44216,Teruel,44,Teruel,2333,11
4421603009,44216,Teruel,44,Teruel,1696,11
4421603010,44216,Teruel,44,Teruel,1914,11
4421603011,44216,Teruel,44,Teruel,1414,11
4421603012,44216,Teruel,44,Teruel,1069,11
4421604001,44216,Teruel,44,Teruel,2185,13
4421701001,44217,Toril y Masegoso,44,Teruel,30,15
4421801001,44218,Tormón,44,Teruel,28,13
4421901001,44219,Tornos,44,Teruel,174,16
4422001001,44220,Torralba de los Sisones,44,Teruel,145,16
4422101001,44221,Torrecilla de Alcañiz,44,Teruel,440,17
4422201001,44222,Torrecilla del Rebollar,44,Teruel,115,16
4422301001,44223,Torre de Arcas,44,Teruel,76,17
