CUSEC_KEY,CUMUN,NMUN,CPRO,NPRO,POP_2025,district_id
4421603003,44216,Teruel,44,Teruel,1478,16
4421603004,44216,Teruel,44,Teruel,1606,37
4421603005,44216,Teruel,44,Teruel,1715,16
4421603006,44216,Teruel,44,Teruel,1919,16
4421603007,44216,Teruel,44,Teruel,1508,16
4421603008,44216,Teruel,44,Teruel,2333,16
4421603009,44216,Teruel,44,Teruel,1696,37
4421603010,44216,Teruel,44,Teruel,1914,37
4421603011,44216,Teruel,44,Teruel,1414,37
4421603012,44216,Teruel,44,Teruel,1069,16
4421604001,44216,Teruel,44,Teruel,2185,37
4421701001,44217,Toril y Masegoso,44,Teruel,30,37
4421801001,44218,Tormón,44,Teruel,28,37
4421901001,44219,Tornos,44,Teruel,174,30
4422001001,44220,Torralba de los Sisones,44,Teruel,145,30
4422101001,44221,Torrecilla de Alcañiz,44,Teruel,440,13
4422201001,44222,Torrecilla del Rebollar,44,Teruel,115,30
4422301001,44223,Torre de Arcas,44,Teruel,76,13
4422401001,44224,Torre de las Arcas,44,Teruel,19,64
4422501001,44225,Torre del Compte,44,Teruel,118,13
4422601001,44226,Torrelacárcel,44,Teruel,130,37
4422701001,44227,Torre los Negros,44,Teruel,77,37
4422801001,44228,Torremocha de Jiloca,44,Teruel,117,37
4422901001,44229,Torres de Albarracín,44,Teruel,184,37
4423001001,44230,Torrevelilla,44,Teruel,161,13
4423101001,44231,Torrijas,44,Teruel,36,16
4423201001,44232,Torrijo del Campo,44,Teruel,509,30
4423401001,44234,Tramacastiel,44,Teruel,62,37
4423501001,44235,Tramacastilla,44,Teruel,134,37
4423601001,44236,Tronchón,44,Teruel,56,13
