CUSEC,CUMUN,CSEC,CDIS,CMUN,CPRO,CCA,CUDIS,CLAU2,NPRO,NCA,CNUT0,CNUT1,CNUT2,CNUT3,NMUN,CUSEC_KEY,POP_2025
2220801001,22208,001,01,208,22,02,2220801,22208,Huesca,Aragón,ES,2,4,1,Santa Cilia,2220801001,242
2220901001,22209,001,01,209,22,02,2220901,22209,Huesca,Aragón,ES,2,4,1,Santa Cruz de la Serós,2220901001,194
2221201001,22212,001,01,212,22,02,2221201,22212,Huesca,Aragón,ES,2,4,1,Santaliestra y San Quílez,2221201001,78
2221301001,22213,001,01,213,22,02,2221301,22213,Huesca,Aragón,ES,2,4,1,Sariñena,2221301001,1908
2221301002,22213,002,01,213,22,02,2221301,22213,Huesca,Aragón,ES,2,4,1,Sariñena,2221301002,1601
2221301003,22213,003,01,213,22,02,2221301,22213,Huesca,Aragón,ES,2,4,1,Sariñena,2221301003,610
2221401001,22214,001,01,214,22,02,2221401,22214,Huesca,Aragón,ES,2,4,1,Secastilla,2221401001,142
2221501001,22215,001,01,215,22,02,2221501,22215,Huesca,Aragón,ES,2,4,1,Seira,2221501001,149
2221701001,22217,001,01,217,22,02,2221701,22217,Huesca,Aragón,ES,2,4,1,Sena,2221701001,488
2221801001,22218,001,01,218,22,02,2221801,22218,Huesca,Aragón,ES,2,4,1,Senés de Alcubierre,2221801001,49
2222001001,22220,001,01,220,22,02,2222001,22220,Huesca,Aragón,ES,2,4,1,Sesa,2222001001,168
2222101001,22221,001,01,221,22,02,2222101,22221,Huesca,Aragón,ES,2,4,1,Sesué,2222101001,120
2222201001,22222,001,01,222,22,02,2222201,22222,Huesca,Aragón,ES,2,4,1,Siétamo,2222201001,703
2222301001,22223,001,01,223,22,02,2222301,22223,Huesca,Aragón,ES,2,4,1,Sopeira,2222301001,86
2222501001,22225,001,01,225,22,02,2222501,22225,Huesca,Aragón,ES,2,4,1,Tamarite de Litera,2222501001,2004
2222501002,22225,002,01,225,22,02,2222501,22225,Huesca,Aragón,ES,2,4,1,Tamarite de Litera,2222501002,590
2222501003,22225,003,01,225,22,02,2222501,22225,Huesca,Aragón,ES,2,4,1,Tamarite de Litera,2222501003,863
2222601001,22226,001,01,226,22,02,2222601,22226,Huesca,Aragón,ES,2,4,1,Tardienta,2222601001,951
2222701001,22227,001,01,227,22,02,2222701,22227,Huesca,Aragón,ES,2,4,1,Tella-Sin,2222701001,207
2222801001,22228,001,01,228,22,02,2222801,22228,Huesca,Aragón,ES,2,4,1,Tierz,2222801001,823
2222901001,22229,001,01,229,22,02,2222901,22229,Huesca,Aragón,ES,2,4,1,Tolva,2222901001,130
2223001001,22230,001,01,230,22,02,2223001,22230,Huesca,Aragón,ES,2,4,1,Torla-Ordesa,2223001001,344
2223201001,22232,001,01,232,22,02,2223201,22232,Huesca,Aragón,ES,2,4,1,Torralba de Aragón,2223201001,102
2223301001,22233,001,01,233,22,02,2223301,22233,Huesca,Aragón,ES,2,4,1,Torre la Ribera,2223301001,102
2223401001,22234,001,01,234,22,02,2223401,22234,Huesca,Aragón,ES,2,4,1,Torrente de Cinca,2223401001,1077
2223501001,22235,001,01,235,22,02,2223501,22235,Huesca,Aragón,ES,2,4,1,Torres de Alcanadre,2223501001,91
2223601001,22236,001,01,236,22,02,2223601,22236,Huesca,Aragón,ES,2,4,1,Torres de Barbués,2223601001,275
2223901001,22239,001,01,239,22,02,2223901,22239,Huesca,Aragón,ES,2,4,1,Tramaced,2223901001,108
2224201001,22242,001,01,242,22,02,2224201,22242,Huesca,Aragón,ES,2,4,1,Valfarta,2224201001,54
2224301001,22243,001,01,243,22,02,2224301,22243,Huesca,Aragón,ES,2,4,1,Valle de Bardají,2224301001,52
2224401001,22244,001,01,244,22,02,2224401,22244,Huesca,Aragón,ES,2,4,1,Valle de Lierp,2224401001,52
2224501001,22245,001,01,245,22,02,2224501,22245,Huesca,Aragón,ES,2,4,1,Velilla de Cinca,2224501001,512
2224601001,22246,001,01,246,22,02,2224601,22246,Huesca,Aragón,ES,2,4,1,Beranuy,2224601001,67
2224701001,22247,001,01,247,22,02,2224701,22247,Huesca,Aragón,ES,2,4,1,Viacamp y Litera,2224701001,41
2224801001,22248,001,01,248,22,02,2224801,22248,Huesca,Aragón,ES,2,4,1,Vicién,2224801001,150
2224901001,22249,001,01,249,22,02,2224901,22249,Huesca,Aragón,ES,2,4,1,Villanova,2224901001,171
2225001001,22250,001,01,250,22,02,2225001,22250,Huesca,Aragón,ES,2,4,1,Villanúa,2225001001,569
2225101001,22251,001,01,251,22,02,2225101,22251,Huesca,Aragón,ES,2,4,1,Villanueva de Sigena,2225101001,342
2225201001,22252,001,01,252,22,02,2225201,22252,Huesca,Aragón,ES,2,4,1,Yebra de Basa,2225201001,157
2225301001,22253,001,01,253,22,02,2225301,22253,Huesca,Aragón,ES,2,4,1,Yésero,2225301001,60
2225401001,22254,001,01,254,22,02,2225401,22254,Huesca,Aragón,ES,2,4,1,Zaidín,2225401001,1833
2290101001,22901,001,01,901,22,02,2290101,22901,Huesca,Aragón,ES,2,4,1,Valle de Hecho,2290101001,812
2290201001,22902,001,01,902,22,02,2290201,22902,Huesca,Aragón,ES,2,4,1,Puente la Reina de Jaca,2290201001,270
2290301001,22903,001,01,903,22,02,2290301,22903,Huesca,Aragón,ES,2,4,1,San Miguel del Cinca,2290301001,777
2290401001,22904,001,01,904,22,02,2290401,22904,Huesca,Aragón,ES,2,4,1,"Sotonera, La",2290401001,880
2290501001,22905,001,01,905,22,02,2290501,22905,Huesca,Aragón,ES,2,4,1,Lupiñén-Ortilla,2290501001,356
2290601001,22906,001,01,906,22,02,2290601,22906,Huesca,Aragón,ES,2,4,1,Santa María de Dulcis,2290601001,205
2290701001,22907,001,01,907,22,02,2290701,22907,Huesca,Aragón,ES,2,4,1,Aínsa-Sobrarbe,2290701001,2315
2290801001,22908,001,01,908,22,02,2290801,22908,Huesca,Aragón,ES,2,4,1,Hoz y Costean,2290801001,225
2290901001,22909,001,01,909,22,02,2290901,22909,Huesca,Aragón,ES,2,4,1,Vencillón,2290901001,402
4400101001,44001,001,01,001,44,02,4400101,44001,Teruel,Aragón,ES,2,4,2,Ababuj,4400101001,74
4400201001,44002,001,01,002,44,02,4400201,44002,Teruel,Aragón,ES,2,4,2,Abejuela,4400201001,63
4400301001,44003,001,01,003,44,02,4400301,44003,Teruel,Aragón,ES,2,4,2,Aguatón,4400301001,18
4400401001,44004,001,01,004,44,02,4400401,44004,Teruel,Aragón,ES,2,4,2,Aguaviva,4400401001,563
4400501001,44005,001,01,005,44,02,4400501,44005,Teruel,Aragón,ES,2,4,2,Aguilar del Alfambra,4400501001,84
4400601001,44006,001,01,006,44,02,4400601,44006,Teruel,Aragón,ES,2,4,2,Alacón,4400601001,204
4400701001,44007,001,01,007,44,02,4400701,44007,Teruel,Aragón,ES,2,4,2,Alba,4400701001,183
4400901001,44009,001,01,009,44,02,4400901,44009,Teruel,Aragón,ES,2,4,2,Albarracín,4400901001,1001
4401001001,44010,001,01,010,44,02,4401001,44010,Teruel,Aragón,ES,2,4,2,Albentosa,4401001001,287
4401101001,44011,001,01,011,44,02,4401101,44011,Teruel,Aragón,ES,2,4,2,Alcaine,4401101001,38
4401201001,44012,001,01,012,44,02,4401201,44012,Teruel,Aragón,ES,2,4,2,Alcalá de la Selva,4401201001,381
4401301001,44013,001,01,013,44,02,4401301,44013,Teruel,Aragón,ES,2,4,2,Alcañiz,4401301001,1002
4401302001,44013,001,02,013,44,02,4401302,44013,Teruel,Aragón,ES,2,4,2,Alcañiz,4401302001,929
4401303001,44013,001,03,013,44,02,4401303,44013,Teruel,Aragón,ES,2,4,2,Alcañiz,4401303001,867
4401303003,44013,003,03,013,44,02,4401303,44013,Teruel,Aragón,ES,2,4,2,Alcañiz,4401303003,886
4401303005,44013,005,03,013,44,02,4401303,44013,Teruel,Aragón,ES,2,4,2,Alcañiz,4401303005,1897
4401304001,44013,001,04,013,44,02,4401304,44013,Teruel,Aragón,ES,2,4,2,Alcañiz,4401304001,841
4401304002,44013,002,04,013,44,02,4401304,44013,Teruel,Aragón,ES,2,4,2,Alcañiz,4401304002,1999
4401401001,44014,001,01,014,44,02,4401401,44014,Teruel,Aragón,ES,2,4,2,Alcorisa,4401401001,1677
4401401002,44014,002,01,014,44,02,4401401,44014,Teruel,Aragón,ES,2,4,2,Alcorisa,4401401002,1565
4401601001,44016,001,01,016,44,02,4401601,44016,Teruel,Aragón,ES,2,4,2,Alfambra,4401601001,485
4401701001,44017,001,01,017,44,02,4401701,44017,Teruel,Aragón,ES,2,4,2,Aliaga,4401701001,343
4401801001,44018,001,01,018,44,02,4401801,44018,Teruel,Aragón,ES,2,4,2,Almohaja,4401801001,10
4401901001,44019,001,01,019,44,02,4401901,44019,Teruel,Aragón,ES,2,4,2,Alobras,4401901001,63
4402001001,44020,001,01,020,44,02,4402001,44020,Teruel,Aragón,ES,2,4,2,Alpeñés,4402001001,27
4402101001,44021,001,01,021,44,02,4402101,44021,Teruel,Aragón,ES,2,4,2,Allepuz,4402101001,123
4402201001,44022,001,01,022,44,02,4402201,44022,Teruel,Aragón,ES,2,4,2,Alloza,4402201001,556
4402301001,44023,001,01,023,44,02,4402301,44023,Teruel,Aragón,ES,2,4,2,Allueva,4402301001,31
4402401001,44024,001,01,024,44,02,4402401,44024,Teruel,Aragón,ES,2,4,2,Anadón,4402401001,35
4402501002,44025,002,01,025,44,02,4402501,44025,Teruel,Aragón,ES,2,4,2,Andorra,4402501002,1701
4402601001,44026,001,01,026,44,02,4402601,44026,Teruel,Aragón,ES,2,4,2,Arcos de las Salinas,4402601001,105
4402701001,44027,001,01,027,44,02,4402701,44027,Teruel,Aragón,ES,2,4,2,Arens de Lledó,4402701001,188
4402801001,44028,001,01,028,44,02,4402801,44028,Teruel,Aragón,ES,2,4,2,Argente,4402801001,204
4402901001,44029,001,01,029,44,02,4402901,44029,Teruel,Aragón,ES,2,4,2,Ariño,4402901001,608
4403101001,44031,001,01,031,44,02,4403101,44031,Teruel,Aragón,ES,2,4,2,Azaila,4403101001,94
4403201001,44032,001,01,032,44,02,4403201,44032,Teruel,Aragón,ES,2,4,2,Bádenas,4403201001,28
4403301001,44033,001,01,033,44,02,4403301,44033,Teruel,Aragón,ES,2,4,2,Báguena,4403301001,277
4403401001,44034,001,01,034,44,02,4403401,44034,Teruel,Aragón,ES,2,4,2,Bañón,4403401001,152
4403501001,44035,001,01,035,44,02,4403501,44035,Teruel,Aragón,ES,2,4,2,Barrachina,4403501001,113
4403601001,44036,001,01,036,44,02,4403601,44036,Teruel,Aragón,ES,2,4,2,Bea,4403601001,30
4403701001,44037,001,01,037,44,02,4403701,44037,Teruel,Aragón,ES,2,4,2,Beceite,4403701001,574
4403801001,44038,001,01,038,44,02,4403801,44038,Teruel,Aragón,ES,2,4,2,Belmonte de San José,4403801001,114
4403901001,44039,001,01,039,44,02,4403901,44039,Teruel,Aragón,ES,2,4,2,Bello,4403901001,203
4404001001,44040,001,01,040,44,02,4404001,44040,Teruel,Aragón,ES,2,4,2,Berge,4404001001,220
4404101001,44041,001,01,041,44,02,4404101,44041,Teruel,Aragón,ES,2,4,2,Bezas,4404101001,73
4404201001,44042,001,01,042,44,02,4404201,44042,Teruel,Aragón,ES,2,4,2,Blancas,4404201001,132
4404301001,44043,001,01,043,44,02,4404301,44043,Teruel,Aragón,ES,2,4,2,Blesa,4404301001,74
4404401001,44044,001,01,044,44,02,4404401,44044,Teruel,Aragón,ES,2,4,2,Bordón,4404401001,116
4404501001,44045,001,01,045,44,02,4404501,44045,Teruel,Aragón,ES,2,4,2,Bronchales,4404501001,475
4404601001,44046,001,01,046,44,02,4404601,44046,Teruel,Aragón,ES,2,4,2,Bueña,4404601001,65
4404701001,44047,001,01,047,44,02,4404701,44047,Teruel,Aragón,ES,2,4,2,Burbáguena,4404701001,397
4404801001,44048,001,01,048,44,02,4404801,44048,Teruel,Aragón,ES,2,4,2,Cabra de Mora,4404801001,66
4404901001,44049,001,01,049,44,02,4404901,44049,Teruel,Aragón,ES,2,4,2,Calaceite,4404901001,961
4405001003,44050,003,01,050,44,02,4405001,44050,Teruel,Aragón,ES,2,4,2,Calamocha,4405001003,566
4405101001,44051,001,01,051,44,02,4405101,44051,Teruel,Aragón,ES,2,4,2,Calanda,4405101001,942
4405101002,44051,002,01,051,44,02,4405101,44051,Teruel,Aragón,ES,2,4,2,Calanda,4405101002,1546
4405101003,44051,003,01,051,44,02,4405101,44051,Teruel,Aragón,ES,2,4,2,Calanda,4405101003,1315
4405201001,44052,001,01,052,44,02,4405201,44052,Teruel,Aragón,ES,2,4,2,Calomarde,4405201001,76
4405301001,44053,001,01,053,44,02,4405301,44053,Teruel,Aragón,ES,2,4,2,Camañas,4405301001,136
4405401001,44054,001,01,054,44,02,4405401,44054,Teruel,Aragón,ES,2,4,2,Camarena de la Sierra,4405401001,139
4405501001,44055,001,01,055,44,02,4405501,44055,Teruel,Aragón,ES,2,4,2,Camarillas,4405501001,100
4405601001,44056,001,01,056,44,02,4405601,44056,Teruel,Aragón,ES,2,4,2,Caminreal,4405601001,608
4405901001,44059,001,01,059,44,02,4405901,44059,Teruel,Aragón,ES,2,4,2,Cantavieja,4405901001,727
4406001001,44060,001,01,060,44,02,4406001,44060,Teruel,Aragón,ES,2,4,2,Cañada de Benatanduz,4406001001,40
4406101001,44061,001,01,061,44,02,4406101,44061,Teruel,Aragón,ES,2,4,2,"Cañada de Verich, La",4406101001,72
4406201001,44062,001,01,062,44,02,4406201,44062,Teruel,Aragón,ES,2,4,2,Cañada Vellida,4406201001,36
4406301001,44063,001,01,063,44,02,4406301,44063,Teruel,Aragón,ES,2,4,2,Cañizar del Olivar,4406301001,112
4406401001,44064,001,01,064,44,02,4406401,44064,Teruel,Aragón,ES,2,4,2,Cascante del Río,4406401001,73
4406501001,44065,001,01,065,44,02,4406501,44065,Teruel,Aragón,ES,2,4,2,Castejón de Tornos,4406501001,66
4406601001,44066,001,01,066,44,02,4406601,44066,Teruel,Aragón,ES,2,4,2,Castel de Cabra,4406601001,79
4406701001,44067,001,01,067,44,02,4406701,44067,Teruel,Aragón,ES,2,4,2,Castelnou,4406701001,92
4406801001,44068,001,01,068,44,02,4406801,44068,Teruel,Aragón,ES,2,4,2,Castelserás,4406801001,804
4407001001,44070,001,01,070,44,02,4407001,44070,Teruel,Aragón,ES,2,4,2,"Castellar, El",4407001001,54
4407101001,44071,001,01,071,44,02,4407101,44071,Teruel,Aragón,ES,2,4,2,Castellote,4407101001,666
4407401001,44074,001,01,074,44,02,4407401,44074,Teruel,Aragón,ES,2,4,2,Cedrillas,4407401001,656
4407501001,44075,001,01,075,44,02,4407501,44075,Teruel,Aragón,ES,2,4,2,Celadas,4407501001,335
4407601001,44076,001,01,076,44,02,4407601,44076,Teruel,Aragón,ES,2,4,2,Cella,4407601001,1173
4407601002,44076,002,01,076,44,02,4407601,44076,Teruel,Aragón,ES,2,4,2,Cella,4407601002,1521
4407701001,44077,001,01,077,44,02,4407701,44077,Teruel,Aragón,ES,2,4,2,"Cerollera, La",4407701001,78
4408001001,44080,001,01,080,44,02,4408001,44080,Teruel,Aragón,ES,2,4,2,"Codoñera, La",4408001001,313
4408201001,44082,001,01,082,44,02,4408201,44082,Teruel,Aragón,ES,2,4,2,Corbalán,4408201001,118
4408401001,44084,001,01,084,44,02,4408401,44084,Teruel,Aragón,ES,2,4,2,Cortes de Aragón,4408401001,62
4408501001,44085,001,01,085,44,02,4408501,44085,Teruel,Aragón,ES,2,4,2,Cosa,4408501001,63
4408601001,44086,001,01,086,44,02,4408601,44086,Teruel,Aragón,ES,2,4,2,Cretas,4408601001,558
4408701001,44087,001,01,087,44,02,4408701,44087,Teruel,Aragón,ES,2,4,2,Crivillén,4408701001,91
4408801001,44088,001,01,088,44,02,4408801,44088,Teruel,Aragón,ES,2,4,2,"Cuba, La",4408801001,53
4408901001,44089,001,01,089,44,02,4408901,44089,Teruel,Aragón,ES,2,4,2,Cubla,4408901001,57
4409001001,44090,001,01,090,44,02,4409001,44090,Teruel,Aragón,ES,2,4,2,Cucalón,4409001001,78
4409201001,44092,001,01,092,44,02,4409201,44092,Teruel,Aragón,ES,2,4,2,"Cuervo, El",4409201001,87
4409301001,44093,001,01,093,44,02,4409301,44093,Teruel,Aragón,ES,2,4,2,Cuevas de Almudén,4409301001,119
4409401001,44094,001,01,094,44,02,4409401,44094,Teruel,Aragón,ES,2,4,2,Cuevas Labradas,4409401001,126
4409601001,44096,001,01,096,44,02,4409601,44096,Teruel,Aragón,ES,2,4,2,Ejulve,4409601001,177
4409701001,44097,001,01,097,44,02,4409701,44097,Teruel,Aragón,ES,2,4,2,Escorihuela,4409701001,130
4409901001,44099,001,01,099,44,02,4409901,44099,Teruel,Aragón,ES,2,4,2,Escucha,4409901001,797
4410001001,44100,001,01,100,44,02,4410001,44100,Teruel,Aragón,ES,2,4,2,Estercuel,4410001001,201
4410101001,44101,001,01,101,44,02,4410101,44101,Teruel,Aragón,ES,2,4,2,Ferreruela de Huerva,4410101001,79
4410201001,44102,001,01,102,44,02,4410201,44102,Teruel,Aragón,ES,2,4,2,Fonfría,4410201001,35
4410301001,44103,001,01,103,44,02,4410301,44103,Teruel,Aragón,ES,2,4,2,Formiche Alto,4410301001,158
4410501001,44105,001,01,105,44,02,4410501,44105,Teruel,Aragón,ES,2,4,2,Fórnoles,4410501001,75
4410601001,44106,001,01,106,44,02,4410601,44106,Teruel,Aragón,ES,2,4,2,Fortanete,4410601001,194
4410701001,44107,001,01,107,44,02,4410701,44107,Teruel,Aragón,ES,2,4,2,Foz-Calanda,4410701001,280
4410801001,44108,001,01,108,44,02,4410801,44108,Teruel,Aragón,ES,2,4,2,"Fresneda, La",4410801001,460
4410901001,44109,001,01,109,44,02,4410901,44109,Teruel,Aragón,ES,2,4,2,Frías de Albarracín,4410901001,109
4411001001,44110,001,01,110,44,02,4411001,44110,Teruel,Aragón,ES,2,4,2,Fuenferrada,4411001001,38
4411101001,44111,001,01,111,44,02,4411101,44111,Teruel,Aragón,ES,2,4,2,Fuentes Calientes,4411101001,89
4411201001,44112,001,01,112,44,02,4411201,44112,Teruel,Aragón,ES,2,4,2,Fuentes Claras,4411201001,427
4411301001,44113,001,01,113,44,02,4411301,44113,Teruel,Aragón,ES,2,4,2,Fuentes de Rubielos,4411301001,146
4411401001,44114,001,01,114,44,02,4411401,44114,Teruel,Aragón,ES,2,4,2,Fuentespalda,4411401001,306
4411501001,44115,001,01,115,44,02,4411501,44115,Teruel,Aragón,ES,2,4,2,Galve,4411501001,148
4411601001,44116,001,01,116,44,02,4411601,44116,Teruel,Aragón,ES,2,4,2,Gargallo,4411601001,87
4411701001,44117,001,01,117,44,02,4411701,44117,Teruel,Aragón,ES,2,4,2,Gea de Albarracín,4411701001,458
4411801001,44118,001,01,118,44,02,4411801,44118,Teruel,Aragón,ES,2,4,2,"Ginebrosa, La",4411801001,188
4411901001,44119,001,01,119,44,02,4411901,44119,Teruel,Aragón,ES,2,4,2,Griegos,4411901001,152
4412001001,44120,001,01,120,44,02,4412001,44120,Teruel,Aragón,ES,2,4,2,Guadalaviar,4412001001,240
4412101001,44121,001,01,121,44,02,4412101,44121,Teruel,Aragón,ES,2,4,2,Gúdar,4412101001,73
4412201001,44122,001,01,122,44,02,4412201,44122,Teruel,Aragón,ES,2,4,2,Híjar,4412201001,765
4412301001,44123,001,01,123,44,02,4412301,44123,Teruel,Aragón,ES,2,4,2,Hinojosa de Jarque,4412301001,104
4412401001,44124,001,01,124,44,02,4412401,44124,Teruel,Aragón,ES,2,4,2,"Hoz de la Vieja, La",4412401001,85
4412501001,44125,001,01,125,44,02,4412501,44125,Teruel,Aragón,ES,2,4,2,Huesa del Común,4412501001,55
4412601001,44126,001,01,126,44,02,4412601,44126,Teruel,Aragón,ES,2,4,2,"Iglesuela del Cid, La",4412601001,356
4412701001,44127,001,01,127,44,02,4412701,44127,Teruel,Aragón,ES,2,4,2,Jabaloyas,4412701001,66
4412801001,44128,001,01,128,44,02,4412801,44128,Teruel,Aragón,ES,2,4,2,Jarque de la Val,4412801001,66
4412901001,44129,001,01,129,44,02,4412901,44129,Teruel,Aragón,ES,2,4,2,Jatiel,4412901001,48
4413001001,44130,001,01,130,44,02,4413001,44130,Teruel,Aragón,ES,2,4,2,Jorcas,4413001001,42
4413101001,44131,001,01,131,44,02,4413101,44131,Teruel,Aragón,ES,2,4,2,Josa,4413101001,34
4413201001,44132,001,01,132,44,02,4413201,44132,Teruel,Aragón,ES,2,4,2,Lagueruela,4413201001,71
4413301001,44133,001,01,133,44,02,4413301,44133,Teruel,Aragón,ES,2,4,2,Lanzuela,4413301001,24
4413501001,44135,001,01,135,44,02,4413501,44135,Teruel,Aragón,ES,2,4,2,Libros,4413501001,102
4413601001,44136,001,01,136,44,02,4413601,44136,Teruel,Aragón,ES,2,4,2,Lidón,4413601001,56
4413701001,44137,001,01,137,44,02,4413701,44137,Teruel,Aragón,ES,2,4,2,Linares de Mora,4413701001,243
4413801001,44138,001,01,138,44,02,4413801,44138,Teruel,Aragón,ES,2,4,2,Loscos,4413801001,121
4414101001,44141,001,01,141,44,02,4414101,44141,Teruel,Aragón,ES,2,4,2,Lledó,4414101001,164
4414201001,44142,001,01,142,44,02,4414201,44142,Teruel,Aragón,ES,2,4,2,Maicas,4414201001,35
4414301001,44143,001,01,143,44,02,4414301,44143,Teruel,Aragón,ES,2,4,2,Manzanera,4414301001,530
4414401001,44144,001,01,144,44,02,4414401,44144,Teruel,Aragón,ES,2,4,2,Martín del Río,4414401001,367
4414501001,44145,001,01,145,44,02,4414501,44145,Teruel,Aragón,ES,2,4,2,Mas de las Matas,4414501001,1226
4414601001,44146,001,01,146,44,02,4414601,44146,Teruel,Aragón,ES,2,4,2,"Mata de los Olmos, La",4414601001,261
4414701001,44147,001,01,147,44,02,4414701,44147,Teruel,Aragón,ES,2,4,2,Mazaleón,4414701001,472
4414801001,44148,001,01,148,44,02,4414801,44148,Teruel,Aragón,ES,2,4,2,Mezquita de Jarque,4414801001,83
4414901001,44149,001,01,149,44,02,4414901,44149,Teruel,Aragón,ES,2,4,2,Mirambel,4414901001,110
4415001001,44150,001,01,150,44,02,4415001,44150,Teruel,Aragón,ES,2,4,2,Miravete de la Sierra,4415001001,31
4415101001,44151,001,01,151,44,02,4415101,44151,Teruel,Aragón,ES,2,4,2,Molinos,4415101001,233
4415201001,44152,001,01,152,44,02,4415201,44152,Teruel,Aragón,ES,2,4,2,Monforte de Moyuela,4415201001,83
4415301001,44153,001,01,153,44,02,4415301,44153,Teruel,Aragón,ES,2,4,2,Monreal del Campo,4415301001,1363
4415301002,44153,002,01,153,44,02,4415301,44153,Teruel,Aragón,ES,2,4,2,Monreal del Campo,4415301002,1217
4415401001,44154,001,01,154,44,02,4415401,44154,Teruel,Aragón,ES,2,4,2,Monroyo,4415401001,327
4415501001,44155,001,01,155,44,02,4415501,44155,Teruel,Aragón,ES,2,4,2,Montalbán,4415501001,1161
4415601001,44156,001,01,156,44,02,4415601,44156,Teruel,Aragón,ES,2,4,2,Monteagudo del Castillo,4415601001,42
4415701001,44157,001,01,157,44,02,4415701,44157,Teruel,Aragón,ES,2,4,2,Monterde de Albarracín,4415701001,62
4415801001,44158,001,01,158,44,02,4415801,44158,Teruel,Aragón,ES,2,4,2,Mora de Rubielos,4415801001,1755
4415901001,44159,001,01,159,44,02,4415901,44159,Teruel,Aragón,ES,2,4,2,Moscardón,4415901001,63
4416001001,44160,001,01,160,44,02,4416001,44160,Teruel,Aragón,ES,2,4,2,Mosqueruela,4416001001,562
4416101001,44161,001,01,161,44,02,4416101,44161,Teruel,Aragón,ES,2,4,2,Muniesa,4416101001,580
4416301001,44163,001,01,163,44,02,4416301,44163,Teruel,Aragón,ES,2,4,2,Noguera de Albarracín,4416301001,131
4416401001,44164,001,01,164,44,02,4416401,44164,Teruel,Aragón,ES,2,4,2,Nogueras,4416401001,36
4416501001,44165,001,01,165,44,02,4416501,44165,Teruel,Aragón,ES,2,4,2,Nogueruelas,4416501001,188
4416701001,44167,001,01,167,44,02,4416701,44167,Teruel,Aragón,ES,2,4,2,Obón,4416701001,34
4416801001,44168,001,01,168,44,02,4416801,44168,Teruel,Aragón,ES,2,4,2,Odón,4416801001,194
4416901001,44169,001,01,169,44,02,4416901,44169,Teruel,Aragón,ES,2,4,2,Ojos Negros,4416901001,321
4417101001,44171,001,01,171,44,02,4417101,44171,Teruel,Aragón,ES,2,4,2,Olba,4417101001,286
4417201001,44172,001,01,172,44,02,4417201,44172,Teruel,Aragón,ES,2,4,2,Oliete,4417201001,354
4417301001,44173,001,01,173,44,02,4417301,44173,Teruel,Aragón,ES,2,4,2,"Olmos, Los",4417301001,113
4417401001,44174,001,01,174,44,02,4417401,44174,Teruel,Aragón,ES,2,4,2,Orihuela del Tremedal,4417401001,450
4417501001,44175,001,01,175,44,02,4417501,44175,Teruel,Aragón,ES,2,4,2,Orrios,4417501001,114
4417601001,44176,001,01,176,44,02,4417601,44176,Teruel,Aragón,ES,2,4,2,Palomar de Arroyos,4417601001,166
4417701001,44177,001,01,177,44,02,4417701,44177,Teruel,Aragón,ES,2,4,2,Pancrudo,4417701001,118
4417801001,44178,001,01,178,44,02,4417801,44178,Teruel,Aragón,ES,2,4,2,"Parras de Castellote, Las",4417801001,57
4417901001,44179,001,01,179,44,02,4417901,44179,Teruel,Aragón,ES,2,4,2,Peñarroya de Tastavins,4417901001,470
4418001001,44180,001,01,180,44,02,4418001,44180,Teruel,Aragón,ES,2,4,2,Peracense,4418001001,67
4418101001,44181,001,01,181,44,02,4418101,44181,Teruel,Aragón,ES,2,4,2,Peralejos,4418101001,91
4418201001,44182,001,01,182,44,02,4418201,44182,Teruel,Aragón,ES,2,4,2,Perales del Alfambra,4418201001,291
4418301001,44183,001,01,183,44,02,4418301,44183,Teruel,Aragón,ES,2,4,2,Pitarque,4418301001,61
4418401001,44184,001,01,184,44,02,4418401,44184,Teruel,Aragón,ES,2,4,2,Plou,4418401001,43
4418501001,44185,001,01,185,44,02,4418501,44185,Teruel,Aragón,ES,2,4,2,"Pobo, El",4418501001,97
4418701001,44187,001,01,187,44,02,4418701,44187,Teruel,Aragón,ES,2,4,2,"Portellada, La",4418701001,250
4418901001,44189,001,01,189,44,02,4418901,44189,Teruel,Aragón,ES,2,4,2,Pozondón,4418901001,53
4419001001,44190,001,01,190,44,02,4419001,44190,Teruel,Aragón,ES,2,4,2,Pozuel del Campo,4419001001,76
4419101001,44191,001,01,191,44,02,4419101,44191,Teruel,Aragón,ES,2,4,2,"Puebla de Híjar, La",4419101001,934
4419201001,44192,001,01,192,44,02,4419201,44192,Teruel,Aragón,ES,2,4,2,"Puebla de Valverde, La",4419201001,483
4419301001,44193,001,01,193,44,02,4419301,44193,Teruel,Aragón,ES,2,4,2,Puertomingalvo,4419301001,135
4419401001,44194,001,01,194,44,02,4419401,44194,Teruel,Aragón,ES,2,4,2,Ráfales,4419401001,147
4419501001,44195,001,01,195,44,02,4419501,44195,Teruel,Aragón,ES,2,4,2,Rillo,4419501001,94
4419601001,44196,001,01,196,44,02,4419601,44196,Teruel,Aragón,ES,2,4,2,Riodeva,4419601001,113
4419701001,44197,001,01,197,44,02,4419701,44197,Teruel,Aragón,ES,2,4,2,Ródenas,4419701001,57
4419801001,44198,001,01,198,44,02,4419801,44198,Teruel,Aragón,ES,2,4,2,Royuela,4419801001,228
4419901001,44199,001,01,199,44,02,4419901,44199,Teruel,Aragón,ES,2,4,2,Rubiales,4419901001,43
4420001001,44200,001,01,200,44,02,4420001,44200,Teruel,Aragón,ES,2,4,2,Rubielos de la Cérida,4420001001,20
